../data/data_mobile_outdoor_2.mat,7,5,128,0.9743303571428571,0.2857142857142857
../data/data_mobile_indoor_1.mat,30,5,128,1.0,1.0
../data/data_mobile_indoor_2.mat,13,5,128,1.0,1.0
../data/data_static_outdoor_1.mat,29,6,128,0.994073275862069,0.6551724137931034
../data/data_static_indoor_1.mat,157,5,128,0.5860867834394905,0.0
../data/data_static_indoor_1.mat,130,6,128,0.7323918269230769,0.0
../data/data_static_indoor_1.mat,98,8,128,0.9209183673469388,0.01020408163265306
../data/data_static_indoor_1.mat,71,11,128,0.9908670774647887,0.6197183098591549
../data/data_mobile_outdoor_1.mat,4,11,128,1.0,1.0
../data/data_mobile_outdoor_1.mat,10,5,128,0.99375,0.6

../data/data_mobile_outdoor_1.mat,8,6,128,0.9970703125,0.875
../data/data_mobile_outdoor_1.mat,8,6,128,1.0,1.0
../data/data_mobile_outdoor_1.mat,8,6,16,0.998046875,0.875
../data/data_mobile_outdoor_1.mat,8,6,14,1.0,1.0
../skyglow/Scenario2-Office-LoS/data3_upto5.mat,196,4,32,0.4018907814432167,0.0
../skyglow/Scenario2-Office-LoS/data3_upto5.mat,523,6,32,0.8948374760994264,0.17782026768642448
../skyglow/Scenario2-Office-LoS/data3_upto5.mat,784,4,32,0.6637436224489796,0.0
../skyglow/Scenario2-Office-LoS/data3_upto5.mat,313,5,32,0.7026608756427537,0.0
../skyglow/Scenario2-Office-LoS/data3_upto5.mat,78,10,32,0.9795673076923077,0.2948717948717949
../skyglow/Scenario2-Office-NLoS/data_NLOS.mat,68,10,32,0.9929917279411765,0.6176470588235294
../skyglow/Scenario2-Office-NLoS/data_NLOS.mat,61,11,32,0.9970543032786885,0.8360655737704918
../skyglow/Scenario2-Office-NLoS/data_NLOS.mat,56,12,32,0.9986049107142857,0.9107142857142857
../skyglow/Scenario2-Office-NLoS/data_NLOS.mat,52,13,32,0.9990985576923077,0.9423076923076923
../skyglow/Scenario2-Office-NLoS/data_NLOS.mat,48,14,32,0.9993489583333334,0.9583333333333334
../skyglow/Scenario2-Office-NLoS/data_NLOS.mat,45,15,32,1.0,1.0
../skyglow/Scenario2-Office-LoS/data3_upto5.mat,98,8,32,0.9153380102040817,0.0
../skyglow/Scenario2-Office-LoS/data3_upto5.mat,112,7,32,0.8405412946428571,0.0
../skyglow/Scenario2-Office-LoS/data3_upto5.mat,56,14,32,0.9997209821428571,0.9821428571428571
../skyglow/Scenario2-Office-LoS/data3_upto5.mat,52,15,32,0.9993990384615384,0.9615384615384616
../skyglow/Scenario2-Office-LoS/data3_upto5.mat,56,14,32,0.9991629464285714,0.9464285714285714
../skyglow/Scenario2-Office-NLoS/data_NLOS.mat,48,14,32,1.0,1.0
../skyglow/Scenario2-Office-NLoS/data_NLOS.mat,52,13,32,0.9996995192307693,0.9807692307692307
../skyglow/Scenario2-Office-NLoS/data_NLOS.mat,56,12,32,0.9983258928571429,0.9107142857142857
../skyglow/Scenario2-Office-NLoS/data_NLOS.mat,61,11,32,0.9975665983606558,0.8688524590163934
../skyglow/Scenario2-Office-LoS/data3_upto5.mat,78,10,32,0.9756610576923077,0.24358974358974358
