filename,times,threshold,segLen,maxDiffAB,correctBitRate,randomBitRate,noiseBitRate,correctWholeRate,randomWholeRate,noiseWholeRate
../data/data_static_outdoor_1.mat,35,0.06,2,1,0.672619048,0.355519481,0.104437229,0.285714286,0,0
../data/data_static_outdoor_1.mat,35,0.06,3,0.072902915,0.972807018,0.161403509,0.004385965,0.885714286,0,0
../data/data_static_outdoor_1.mat,35,0.06,4,0.056680376,0.966507177,0.296650718,0.001196172,0.971428571,0.028571429,0
../data/data_static_outdoor_1.mat,35,0.06,5,0.088609886,0.99704142,0.406804734,0,0.971428571,0.057142857,0
../data/data_static_outdoor_1.mat,35,0.06,6,0.121806882,0.996441281,0.314946619,0,0.942857143,0,0
../data/data_static_outdoor_1.mat,35,0.06,7,0.089727153,0.997876858,0.271762208,0,0.971428571,0,0
../data/data_static_outdoor_1.mat,35,0.06,8,0.094174156,0.979262673,0.338709677,0,0.914285714,0,0
../data/data_static_outdoor_1.mat,35,0.06,9,0.092911772,0.986338798,0.210382514,0,0.914285714,0,0
../data/data_static_outdoor_1.mat,35,0.06,10,0.11807997,0.996884735,0.246105919,0,0.971428571,0,0
,,,,,,,,,,
filename,times,threshold,segLen,maxDiffAB,correctBitRate,randomBitRate,noiseBitRate,correctWholeRate,randomWholeRate,noiseWholeRate
../data/data_static_outdoor_1.mat,35,0.07,2,1,0.650107991,0.301295896,0.119330454,0.314285714,0,0
../data/data_static_outdoor_1.mat,35,0.07,3,0.075845365,0.968,0.260444444,0.003555556,0.885714286,0,0
../data/data_static_outdoor_1.mat,35,0.07,4,0.056307955,0.964705882,0.385882353,0,0.885714286,0.028571429,0
../data/data_static_outdoor_1.mat,35,0.07,5,0.036169202,1,0.428358209,0,1,0.085714286,0
../data/data_static_outdoor_1.mat,35,0.07,6,0.052243159,1,0.458987784,0,1,0.114285714,0
../data/data_static_outdoor_1.mat,35,0.07,7,0.044137318,1,0.388548057,0,1,0.085714286,0
../data/data_static_outdoor_1.mat,35,0.07,8,0.050280435,0.997706422,0.483944954,0,0.971428571,0.114285714,0
../data/data_static_outdoor_1.mat,35,0.07,9,0.05667031,0.942558747,0.477806789,0,0.742857143,0.171428571,0
../data/data_static_outdoor_1.mat,35,0.07,10,0.028824484,1,0.424615385,0,1,0.171428571,0
,,,,,,,,,,
filename,times,threshold,segLen,maxDiffAB,correctBitRate,randomBitRate,noiseBitRate,correctWholeRate,randomWholeRate,noiseWholeRate
../data/data_mobile_indoor_1.mat,30,0.05,2,1,0.88372093,0.318038969,0.077309868,0.6,0,0
../data/data_mobile_indoor_1.mat,30,0.05,3,0.052669365,0.985507246,0.118012422,0.004140787,0.933333333,0,0
../data/data_mobile_indoor_1.mat,30,0.05,4,0.047375478,1,0.178082192,0.001369863,1,0,0
../data/data_mobile_indoor_1.mat,30,0.05,5,0.029349023,0.996491228,0.180701754,0,0.933333333,0,0
../data/data_mobile_indoor_1.mat,30,0.05,6,0.028722032,0.975051975,0.195426195,0,0.966666667,0,0
../data/data_mobile_indoor_1.mat,30,0.05,7,0.02532619,0.985185185,0.128395062,0,0.866666667,0,0
../data/data_mobile_indoor_1.mat,30,0.05,8,0.022285559,1,0.091160221,0,1,0,0
../data/data_mobile_indoor_1.mat,30,0.05,9,0.029452644,0.993690852,0.110410095,0,0.933333333,0,0
../data/data_mobile_indoor_1.mat,30,0.05,10,0.026694506,0.996226415,0.094339623,0,0.966666667,0,0
,,,,,,,,,,
filename,times,threshold,segLen,maxDiffAB,correctBitRate,randomBitRate,noiseBitRate,correctWholeRate,randomWholeRate,noiseWholeRate
../data/data_mobile_outdoor_1.mat,10,0.1,2,1,0.737044146,0.328214971,0.097888676,0.3,0,0
../data/data_mobile_outdoor_1.mat,10,0.1,3,0.084003007,0.987460815,0.12539185,0,0.7,0,0
../data/data_mobile_outdoor_1.mat,10,0.1,4,0.071340843,0.967346939,0.134693878,0,0.8,0,0
../data/data_mobile_outdoor_1.mat,10,0.1,5,0.039705467,1,0.219387755,0,1,0,0
../data/data_mobile_outdoor_1.mat,10,0.1,6,0.051058328,1,0.26993865,0,1,0,0
../data/data_mobile_outdoor_1.mat,10,0.1,7,0.051082561,1,0.210144928,0,1,0,0
../data/data_mobile_outdoor_1.mat,10,0.1,8,0.045923426,0.992248062,0.271317829,0,0.9,0,0
../data/data_mobile_outdoor_1.mat,10,0.1,9,0.048384113,0.980392157,0.098039216,0,0.8,0,0
../data/data_mobile_outdoor_1.mat,10,0.1,10,0.05183712,0.988764045,0.235955056,0,0.9,0,0
,,,,,,,,,,
filename,times,threshold,segLen,maxDiffAB,correctBitRate,randomBitRate,noiseBitRate,correctWholeRate,randomWholeRate,noiseWholeRate
../data/data_mobile_outdoor_1.mat,10,0.03,2,1,0.784046693,0.402723735,0.089494163,0.4,0,0
../data/data_mobile_outdoor_1.mat,10,0.03,3,0.158114032,0.122977346,0.012944984,0,0,0,0
../data/data_mobile_outdoor_1.mat,10,0.03,4,0.105727872,0.493670886,0.012658228,0,0.1,0,0
../data/data_mobile_outdoor_1.mat,10,0.03,5,0.053218236,0.620111732,0.005586592,0,0.3,0,0
../data/data_mobile_outdoor_1.mat,10,0.03,6,0.053865823,0.565789474,0.006578947,0,0.4,0,0
../data/data_mobile_outdoor_1.mat,10,0.03,7,0.057810124,0.74796748,0,0,0.5,0,0
../data/data_mobile_outdoor_1.mat,10,0.03,8,0.049490126,0.551724138,0,0,0.3,0,0
../data/data_mobile_outdoor_1.mat,10,0.03,9,0.051063997,0.540816327,0,0,0.3,0,0
../data/data_mobile_outdoor_1.mat,10,0.03,10,0.051566551,0.597560976,0,0,0.5,0,0
,,,,,,,,,,
filename,times,threshold,segLen,maxDiffAB,correctBitRate,randomBitRate,noiseBitRate,correctWholeRate,randomWholeRate,noiseWholeRate
../data/data_static_indoor_1.mat,157,0.03,2,1,0.719878419,0.294224924,0.085592705,0.267515924,0,0
../data/data_static_indoor_1.mat,157,0.03,3,0.023986486,0.998814932,0.200276516,0.000987557,0.961783439,0.012738854,0
../data/data_static_indoor_1.mat,157,0.03,4,0.033018761,0.991168831,0.314025974,0,0.955414013,0.012738854,0
../data/data_static_indoor_1.mat,157,0.03,5,0.015468825,0.999668435,0.447944297,0,0.993630573,0.127388535,0
../data/data_static_indoor_1.mat,157,0.03,6,0.017163881,0.998820755,0.282625786,0,0.98089172,0.031847134,0
../data/data_static_indoor_1.mat,157,0.03,7,0.023490908,0.993933738,0.261315912,0,0.968152866,0.031847134,0
../data/data_static_indoor_1.mat,157,0.03,8,0.022438312,0.949844881,0.290589452,0,0.802547771,0.031847134,0
../data/data_static_indoor_1.mat,157,0.03,9,0.021689176,0.98266587,0.243873282,0,0.917197452,0.01910828,0
../data/data_static_indoor_1.mat,157,0.03,10,0.019641806,0.999290277,0.246273953,0,0.993630573,0.044585987,0
,,,,,,,,,,
filename,times,threshold,segLen,maxDiffAB,correctBitRate,randomBitRate,noiseBitRate,correctWholeRate,randomWholeRate,noiseWholeRate
../data/data_static_outdoor_1.mat,35,0.05,2,1,0.74864278,0.328990228,0.076547231,0.4,0,0
../data/data_static_outdoor_1.mat,35,0.05,3,0.071014698,0.939285714,0.163392857,0.001785714,0.857142857,0,0
../data/data_static_outdoor_1.mat,35,0.05,4,0.048789133,0.973105134,0.215158924,0,0.885714286,0,0
../data/data_static_outdoor_1.mat,35,0.05,5,0.063627661,1,0.21810089,0,1,0,0
../data/data_static_outdoor_1.mat,35,0.05,6,0.063854369,0.955908289,0.178130511,0,0.942857143,0,0
