filename,times,segLen,correctBitRate,randomBitRate,noiseBitRate,correctWholeRate,randomWholeRate,noiseWholeRate
../data/data_static_indoor_1_r.mat,148,3,19810 / 20024 = 0.9893128246,10701 / 20024 = 0.5344087095,10565 / 20024 = 0.5276168598,114 / 148 = 0.7702702703,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,4,6394 / 6402 = 0.9987503905,3706 / 6402 = 0.5788815995,3654 / 6402 = 0.5707591378,140 / 148 = 0.9459459459,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,5,5568 / 5594 = 0.995352163,3317 / 5594 = 0.5929567394,3091 / 5594 = 0.5525563103,137 / 148 = 0.9256756757,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,6,7164 / 7182 = 0.9974937343,4242 / 7182 = 0.5906432749,4123 / 7182 = 0.5740740741,144 / 148 = 0.972972973,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,7,8284 / 8322 = 0.99543379,4916 / 8322 = 0.5907233838,4505 / 8322 = 0.5413362173,140 / 148 = 0.9459459459,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,8,2087 / 2092 = 0.9976099426,1444 / 2092 = 0.690248566,1326 / 2092 = 0.6338432122,143 / 148 = 0.9662162162,7 / 148 = 0.0472972973,4 / 148 = 0.027027027
../data/data_static_indoor_1_r.mat,148,9,1355 / 1360 = 0.9963235294,849 / 1360 = 0.6242647059,783 / 1360 = 0.5757352941,144 / 148 = 0.972972973,9 / 148 = 0.0608108108,9 / 148 = 0.0608108108
../data/data_static_indoor_1_r.mat,148,10,1697 / 1702 = 0.9970622797,1077 / 1702 = 0.6327849589,1019 / 1702 = 0.5987074031,145 / 148 = 0.9797297297,5 / 148 = 0.0337837838,5 / 148 = 0.0337837838
../data/data_static_indoor_1_r.mat,148,11,2260 / 2266 = 0.9973521624,1470 / 2266 = 0.6487202118,1398 / 2266 = 0.6169461606,145 / 148 = 0.9797297297,2 / 148 = 0.0135135135,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,12,2709 / 2710 = 0.9996309963,1889 / 2710 = 0.6970479705,1715 / 2710 = 0.6328413284,147 / 148 = 0.9932432432,1 / 148 = 0.0067567568,3 / 148 = 0.0202702703
../data/data_static_indoor_1_r.mat,148,13,2912 / 2914 = 0.9993136582,1924 / 2914 = 0.6602608099,1820 / 2914 = 0.6245710364,146 / 148 = 0.9864864865,3 / 148 = 0.0202702703,2 / 148 = 0.0135135135
../data/data_static_indoor_1_r.mat,148,14,2763 / 2770 = 0.9974729242,1922 / 2770 = 0.6938628159,1667 / 2770 = 0.6018050542,142 / 148 = 0.9594594595,5 / 148 = 0.0337837838,3 / 148 = 0.0202702703
../data/data_static_indoor_1_r.mat,148,15,551 / 554 = 0.9945848375,378 / 554 = 0.6823104693,336 / 554 = 0.6064981949,145 / 148 = 0.9797297297,38 / 148 = 0.2567567568,26 / 148 = 0.1756756757
# (2) regular noise,,,,,,,,
../data/data_static_indoor_1_r.mat,148,1,68303 / 68392 = 0.9986986782,40997 / 68392 = 0.5994414551,33838 / 68392 = 0.4947654696,141 / 148 = 0.9527027027,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,2,25595 / 25614 = 0.9992582182,16176 / 25614 = 0.6315296322,12499 / 25614 = 0.487975326,144 / 148 = 0.972972973,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,3,27552 / 27622 = 0.9974657881,17988 / 27622 = 0.651220042,13492 / 27622 = 0.4884512345,144 / 148 = 0.972972973,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,4,9368 / 9424 = 0.994057725,6066 / 9424 = 0.6436757216,4649 / 9424 = 0.4933149406,145 / 148 = 0.9797297297,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,5,9186 / 9186 = 1.0,6200 / 9186 = 0.6749401263,4475 / 9186 = 0.4871543653,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,6,9468 / 9502 = 0.9964218059,6364 / 9502 = 0.6697537361,4638 / 9502 = 0.4881077668,147 / 148 = 0.9932432432,1 / 148 = 0.0067567568,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,7,9285 / 9286 = 0.999892311,6170 / 9286 = 0.6644410941,4475 / 9286 = 0.481908249,147 / 148 = 0.9932432432,1 / 148 = 0.0067567568,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,8,2950 / 2950 = 1.0,2264 / 2950 = 0.7674576271,1442 / 2950 = 0.4888135593,148 / 148 = 1.0,9 / 148 = 0.0608108108,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,9,2758 / 2758 = 1.0,2041 / 2758 = 0.7400290065,1331 / 2758 = 0.4825960841,148 / 148 = 1.0,13 / 148 = 0.0878378378,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,10,2872 / 2872 = 1.0,2344 / 2872 = 0.8161559889,1407 / 2872 = 0.489902507,148 / 148 = 1.0,23 / 148 = 0.1554054054,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,11,3021 / 3022 = 0.9996690933,2284 / 3022 = 0.755790867,1438 / 3022 = 0.475843812,147 / 148 = 0.9932432432,11 / 148 = 0.0743243243,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,12,3010 / 3010 = 1.0,2419 / 3010 = 0.803654485,1455 / 3010 = 0.4833887043,148 / 148 = 1.0,23 / 148 = 0.1554054054,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,13,2782 / 2782 = 1.0,2066 / 2782 = 0.7426312006,1293 / 2782 = 0.4647735442,148 / 148 = 1.0,21 / 148 = 0.1418918919,1 / 148 = 0.0067567568
../data/data_static_indoor_1_r.mat,148,14,2920 / 2920 = 1.0,2218 / 2920 = 0.7595890411,1392 / 2920 = 0.4767123288,148 / 148 = 1.0,15 / 148 = 0.1013513514,3 / 148 = 0.0202702703
../data/data_static_indoor_1_r.mat,148,15,770 / 770 = 1.0,614 / 770 = 0.7974025974,369 / 770 = 0.4792207792,148 / 148 = 1.0,60 / 148 = 0.4054054054,18 / 148 = 0.1216216216
# [2],,,,,,,,
../data/data_static_indoor_1_r.mat,148,1,188266 / 192104 = 0.9800212385,100076 / 192104 = 0.520946987,99750 / 192104 = 0.5192499896,3 / 148 = 0.0202702703,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,2,77446 / 78144 = 0.9910677723,41662 / 78144 = 0.5331439394,41218 / 78144 = 0.5274621212,51 / 148 = 0.3445945946,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,3,77388 / 78144 = 0.9903255528,42378 / 78144 = 0.5423065111,40902 / 78144 = 0.5234183047,96 / 148 = 0.6486486486,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,4,30338 / 30488 = 0.9950800315,16820 / 30488 = 0.5516924692,16280 / 30488 = 0.5339805825,113 / 148 = 0.7635135135,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,5,30422 / 30488 = 0.9978352139,17152 / 30488 = 0.5625819995,16396 / 30488 = 0.5377853582,135 / 148 = 0.9121621622,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,6,30416 / 30488 = 0.9976384151,17130 / 30488 = 0.5618604041,16144 / 30488 = 0.5295198111,136 / 148 = 0.9189189189,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,7,30420 / 30488 = 0.9977696143,17368 / 30488 = 0.5696667541,16172 / 30488 = 0.5304382052,140 / 148 = 0.9459459459,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,8,11230 / 11248 = 0.9983997155,6730 / 11248 = 0.5983285917,6080 / 11248 = 0.5405405405,143 / 148 = 0.9662162162,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,9,11238 / 11248 = 0.9991109531,6694 / 11248 = 0.5951280228,6008 / 11248 = 0.5341394026,145 / 148 = 0.9797297297,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,10,11234 / 11248 = 0.9987553343,6850 / 11248 = 0.608997155,6322 / 11248 = 0.5620554765,144 / 148 = 0.972972973,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,11,11238 / 11248 = 0.9991109531,6758 / 11248 = 0.6008179232,6122 / 11248 = 0.5442745377,146 / 148 = 0.9864864865,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,12,11248 / 11248 = 1.0,6968 / 11248 = 0.619487909,5996 / 11248 = 0.5330725462,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,13,11248 / 11248 = 1.0,6992 / 11248 = 0.6216216216,5980 / 11248 = 0.5316500711,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,14,11246 / 11248 = 0.9998221906,7004 / 11248 = 0.622688478,6088 / 11248 = 0.5412517781,147 / 148 = 0.9932432432,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,15,3848 / 3848 = 1.0,2510 / 3848 = 0.6522869023,2034 / 3848 = 0.5285862786,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
# [6],,,,,,,,
../data/data_static_indoor_1_r.mat,148,1,190550 / 192104 = 0.9919106317,107162 / 192104 = 0.557833257,98618 / 192104 = 0.5133573481,38 / 148 = 0.2567567568,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,2,77862 / 78144 = 0.9963912776,46664 / 78144 = 0.5971539722,40096 / 78144 = 0.5131040131,109 / 148 = 0.7364864865,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,3,77952 / 78144 = 0.9975429975,47354 / 78144 = 0.6059838247,40092 / 78144 = 0.5130528256,126 / 148 = 0.8513513514,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,4,30430 / 30488 = 0.9980976122,20008 / 30488 = 0.6562581999,15382 / 30488 = 0.504526371,138 / 148 = 0.9324324324,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,5,30454 / 30488 = 0.9988848071,19936 / 30488 = 0.6538966151,15842 / 30488 = 0.5196142745,142 / 148 = 0.9594594595,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,6,30460 / 30488 = 0.9990816059,19914 / 30488 = 0.6531750197,15712 / 30488 = 0.5153503018,140 / 148 = 0.9459459459,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,7,30466 / 30488 = 0.9992784046,20730 / 30488 = 0.6799396484,15896 / 30488 = 0.5213854631,144 / 148 = 0.972972973,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,8,11244 / 11248 = 0.9996443812,8330 / 11248 = 0.7405761024,5570 / 11248 = 0.4951991465,147 / 148 = 0.9932432432,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,9,11244 / 11248 = 0.9996443812,8234 / 11248 = 0.7320412518,5842 / 11248 = 0.5193812233,147 / 148 = 0.9932432432,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,10,11238 / 11248 = 0.9991109531,8502 / 11248 = 0.7558677098,6124 / 11248 = 0.5444523471,146 / 148 = 0.9864864865,1 / 148 = 0.0067567568,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,11,11230 / 11248 = 0.9983997155,8218 / 11248 = 0.7306187767,5994 / 11248 = 0.5328947368,144 / 148 = 0.972972973,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,12,11242 / 11248 = 0.9994665718,8642 / 11248 = 0.768314367,6010 / 11248 = 0.5343172119,146 / 148 = 0.9864864865,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,13,11248 / 11248 = 1.0,8332 / 11248 = 0.7407539118,5936 / 11248 = 0.5277382646,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,14,11240 / 11248 = 0.9992887624,8452 / 11248 = 0.7514224751,5888 / 11248 = 0.5234708393,146 / 148 = 0.9864864865,3 / 148 = 0.0202702703,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,15,3844 / 3848 = 0.998960499,3002 / 3848 = 0.7801455301,1860 / 3848 = 0.4833679834,146 / 148 = 0.9864864865,6 / 148 = 0.0405405405,0 / 148 = 0.0
,,,,,,,,
../data/data_static_indoor_1_r.mat,74,1,225256 / 228808 = 0.9844760673,122776 / 228808 = 0.5365896297,116524 / 228808 = 0.5092654103,0 / 74 = 0.0,0 / 74 = 0.0,0 / 74 = 0.0
../data/data_static_indoor_1_r.mat,74,2,95230 / 96052 = 0.9914421355,53292 / 96052 = 0.5548244701,49060 / 96052 = 0.5107650023,19 / 74 = 0.2567567568,0 / 74 = 0.0,0 / 74 = 0.0
../data/data_static_indoor_1_r.mat,74,3,95286 / 96052 = 0.992025153,54652 / 96052 = 0.5689834673,49516 / 96052 = 0.5155124308,28 / 74 = 0.3783783784,0 / 74 = 0.0,0 / 74 = 0.0
../data/data_static_indoor_1_r.mat,74,4,38812 / 39072 = 0.9933456183,23100 / 39072 = 0.5912162162,20152 / 39072 = 0.5157657658,50 / 74 = 0.6756756757,0 / 74 = 0.0,0 / 74 = 0.0
../data/data_static_indoor_1_r.mat,74,5,38978 / 39072 = 0.9975941851,23072 / 39072 = 0.5904995905,20120 / 39072 = 0.5149467649,65 / 74 = 0.8783783784,0 / 74 = 0.0,0 / 74 = 0.0
../data/data_static_indoor_1_r.mat,74,6,38998 / 39072 = 0.9981060606,23254 / 39072 = 0.5951576577,20154 / 39072 = 0.5158169533,63 / 74 = 0.8513513514,0 / 74 = 0.0,0 / 74 = 0.0
../data/data_static_indoor_1_r.mat,74,7,39012 / 39072 = 0.9984643735,24120 / 39072 = 0.6173218673,19988 / 39072 = 0.5115683866,67 / 74 = 0.9054054054,0 / 74 = 0.0,0 / 74 = 0.0
../data/data_static_indoor_1_r.mat,74,8,15238 / 15244 = 0.9996064025,9920 / 15244 = 0.6507478352,7698 / 15244 = 0.5049855681,71 / 74 = 0.9594594595,0 / 74 = 0.0,0 / 74 = 0.0
../data/data_static_indoor_1_r.mat,74,9,15218 / 15244 = 0.9982944109,9956 / 15244 = 0.6531094201,7940 / 15244 = 0.5208606665,66 / 74 = 0.8918918919,0 / 74 = 0.0,0 / 74 = 0.0
../data/data_static_indoor_1_r.mat,74,10,15220 / 15244 = 0.9984256101,9644 / 15244 = 0.6326423511,7760 / 15244 = 0.5090527421,68 / 74 = 0.9189189189,0 / 74 = 0.0,0 / 74 = 0.0
../data/data_static_indoor_1_r.mat,74,11,15236 / 15244 = 0.9994752034,9836 / 15244 = 0.6452374705,7850 / 15244 = 0.5149567043,72 / 74 = 0.972972973,0 / 74 = 0.0,0 / 74 = 0.0
../data/data_static_indoor_1_r.mat,74,12,15214 / 15244 = 0.9980320126,9684 / 15244 = 0.6352663343,7888 / 15244 = 0.5174494883,71 / 74 = 0.9594594595,0 / 74 = 0.0,0 / 74 = 0.0
../data/data_static_indoor_1_r.mat,74,13,15232 / 15244 = 0.999212805,9766 / 15244 = 0.6406454999,7842 / 15244 = 0.5144319076,70 / 74 = 0.9459459459,0 / 74 = 0.0,0 / 74 = 0.0
../data/data_static_indoor_1_r.mat,74,14,15234 / 15244 = 0.9993440042,10110 / 15244 = 0.6632117554,7908 / 15244 = 0.5187614799,73 / 74 = 0.9864864865,0 / 74 = 0.0,0 / 74 = 0.0
../data/data_static_indoor_1_r.mat,74,15,15188 / 15244 = 0.9963264235,9970 / 15244 = 0.6540278142,7808 / 15244 = 0.5122015219,68 / 74 = 0.9189189189,0 / 74 = 0.0,0 / 74 = 0.0
# [6] adaptive,,,,,,,,
../data/data_static_indoor_1_r.mat,148,1,78136 / 78144 = 0.9998976249,45640 / 78144 = 0.584049959,42730 / 78144 = 0.5468110156,145 / 148 = 0.9797297297,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,2,30472 / 30488 = 0.9994752034,19228 / 30488 = 0.6306743637,17222 / 30488 = 0.5648779848,142 / 148 = 0.9594594595,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,3,30436 / 30488 = 0.9982944109,18806 / 30488 = 0.6168328523,16912 / 30488 = 0.5547100499,136 / 148 = 0.9189189189,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,4,11238 / 11248 = 0.9991109531,8000 / 11248 = 0.7112375533,5902 / 11248 = 0.524715505,145 / 148 = 0.9797297297,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,5,11244 / 11248 = 0.9996443812,7954 / 11248 = 0.7071479374,5928 / 11248 = 0.527027027,147 / 148 = 0.9932432432,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,6,11248 / 11248 = 1.0,7714 / 11248 = 0.6858108108,6018 / 11248 = 0.5350284495,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,7,11238 / 11248 = 0.9991109531,7378 / 11248 = 0.6559388336,6616 / 11248 = 0.5881934566,144 / 148 = 0.972972973,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,8,3848 / 3848 = 1.0,2992 / 3848 = 0.7775467775,1776 / 3848 = 0.4615384615,148 / 148 = 1.0,4 / 148 = 0.027027027,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,9,3842 / 3848 = 0.9984407484,2718 / 3848 = 0.7063409563,2372 / 3848 = 0.6164241164,145 / 148 = 0.9797297297,3 / 148 = 0.0202702703,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,10,3844 / 3848 = 0.998960499,2782 / 3848 = 0.722972973,2410 / 3848 = 0.6262993763,146 / 148 = 0.9864864865,2 / 148 = 0.0135135135,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,11,3848 / 3848 = 1.0,2910 / 3848 = 0.7562370062,1990 / 3848 = 0.5171517672,148 / 148 = 1.0,1 / 148 = 0.0067567568,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,12,3836 / 3848 = 0.9968814969,2640 / 3848 = 0.6860706861,2338 / 3848 = 0.6075883576,144 / 148 = 0.972972973,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,13,3848 / 3848 = 1.0,2866 / 3848 = 0.7448024948,2078 / 3848 = 0.54002079,148 / 148 = 1.0,6 / 148 = 0.0405405405,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,14,3848 / 3848 = 1.0,2890 / 3848 = 0.751039501,2054 / 3848 = 0.5337837838,148 / 148 = 1.0,5 / 148 = 0.0337837838,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,15,1184 / 1184 = 1.0,956 / 1184 = 0.8074324324,508 / 1184 = 0.4290540541,148 / 148 = 1.0,59 / 148 = 0.3986486486,2 / 148 = 0.0135135135
# [2] adaptive,,,,,,,,
../data/data_static_indoor_1_r.mat,148,2,30480 / 30488 = 0.9997376017,16678 / 30488 = 0.547034899,16848 / 30488 = 0.5526108633,145 / 148 = 0.9797297297,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,3,30472 / 30488 = 0.9994752034,16632 / 30488 = 0.5455261086,16864 / 30488 = 0.5531356599,144 / 148 = 0.972972973,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,4,11246 / 11248 = 0.9998221906,6426 / 11248 = 0.5713015647,6412 / 11248 = 0.570056899,147 / 148 = 0.9932432432,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,5,11240 / 11248 = 0.9992887624,6502 / 11248 = 0.5780583215,6296 / 11248 = 0.5597439545,146 / 148 = 0.9864864865,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,6,11244 / 11248 = 0.9996443812,6576 / 11248 = 0.5846372688,6148 / 11248 = 0.5465860597,147 / 148 = 0.9932432432,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,7,11246 / 11248 = 0.9998221906,6430 / 11248 = 0.5716571835,6584 / 11248 = 0.5853485064,147 / 148 = 0.9932432432,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,8,3848 / 3848 = 1.0,2444 / 3848 = 0.6351351351,2124 / 3848 = 0.551975052,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,9,3844 / 3848 = 0.998960499,2334 / 3848 = 0.6065488565,2340 / 3848 = 0.6081081081,146 / 148 = 0.9864864865,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,10,3848 / 3848 = 1.0,2334 / 3848 = 0.6065488565,2410 / 3848 = 0.6262993763,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,11,3848 / 3848 = 1.0,2478 / 3848 = 0.643970894,2084 / 3848 = 0.5415800416,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,12,3846 / 3848 = 0.9994802495,2354 / 3848 = 0.6117463617,2392 / 3848 = 0.6216216216,147 / 148 = 0.9932432432,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,13,3848 / 3848 = 1.0,2524 / 3848 = 0.6559251559,1986 / 3848 = 0.5161122661,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,14,3848 / 3848 = 1.0,2500 / 3848 = 0.6496881497,1998 / 3848 = 0.5192307692,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,15,1184 / 1184 = 1.0,822 / 1184 = 0.6942567568,588 / 1184 = 0.4966216216,148 / 148 = 1.0,22 / 148 = 0.1486486486,9 / 148 = 0.0608108108
# [6] adaptive lossy,,,,,,,,
../data/data_static_indoor_1_r.mat,148,2,30391 / 30391 = 1.0,19141 / 30391 = 0.6298246191,17155 / 30391 = 0.5644763252,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,3,30260 / 30270 = 0.9996696399,18840 / 30270 = 0.6223984143,16796 / 30270 = 0.5548728114,146 / 148 = 0.9864864865,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,4,11240 / 11240 = 1.0,7972 / 11240 = 0.709252669,6018 / 11240 = 0.5354092527,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,5,11232 / 11232 = 1.0,7838 / 11232 = 0.6978276353,5970 / 11232 = 0.531517094,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,6,11216 / 11216 = 1.0,7738 / 11216 = 0.6899072753,6060 / 11216 = 0.540299572,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,7,11188 / 11196 = 0.9992854591,7340 / 11196 = 0.6555912826,6634 / 11196 = 0.5925330475,145 / 148 = 0.9797297297,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,8,3842 / 3842 = 1.0,2976 / 3842 = 0.7745965643,1740 / 3842 = 0.4528891202,148 / 148 = 1.0,6 / 148 = 0.0405405405,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,9,3843 / 3843 = 1.0,2693 / 3843 = 0.7007546188,2407 / 3843 = 0.6263335935,148 / 148 = 1.0,2 / 148 = 0.0135135135,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,10,3842 / 3842 = 1.0,2692 / 3842 = 0.7006767309,2372 / 3842 = 0.6173867777,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,11,3848 / 3848 = 1.0,2888 / 3848 = 0.7505197505,1906 / 3848 = 0.4953222453,148 / 148 = 1.0,3 / 148 = 0.0202702703,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,12,3842 / 3842 = 1.0,2658 / 3842 = 0.6918271733,2338 / 3842 = 0.6085372202,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,13,3848 / 3848 = 1.0,2874 / 3848 = 0.7468814969,2012 / 3848 = 0.5228690229,148 / 148 = 1.0,9 / 148 = 0.0608108108,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,14,3842 / 3842 = 1.0,2864 / 3842 = 0.7454450807,2014 / 3842 = 0.5242061426,148 / 148 = 1.0,2 / 148 = 0.0135135135,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,15,1184 / 1184 = 1.0,942 / 1184 = 0.7956081081,468 / 1184 = 0.3952702703,148 / 148 = 1.0,56 / 148 = 0.3783783784,1 / 148 = 0.0067567568
# [6] adaptive lossy,,,,,,,,
../data/data_static_indoor_1_r.mat,148,2,38046 / 38046 = 1.0,23785 / 38046 = 0.6251642748,20290 / 38046 = 0.5333017926,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,3,38056 / 38056 = 1.0,22316 / 38056 = 0.586398991,20038 / 38056 = 0.526539836,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,4,14492 / 14492 = 1.0,9812 / 14492 = 0.6770632073,6884 / 14492 = 0.4750207011,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,5,14472 / 14484 = 0.9991714996,9418 / 14484 = 0.6502347418,7362 / 14484 = 0.5082850041,146 / 148 = 0.9864864865,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,6,14488 / 14488 = 1.0,9202 / 14488 = 0.635146328,7254 / 14488 = 0.5006902264,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,7,14468 / 14468 = 1.0,9024 / 14468 = 0.623721316,7986 / 14468 = 0.5519767763,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,8,5029 / 5029 = 1.0,3665 / 5029 = 0.7287731159,2157 / 5029 = 0.4289123086,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,9,5023 / 5023 = 1.0,3225 / 5023 = 0.6420465857,2713 / 5023 = 0.5401154688,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,10,5020 / 5020 = 1.0,3030 / 5020 = 0.6035856574,2752 / 5020 = 0.5482071713,148 / 148 = 1.0,1 / 148 = 0.0067567568,0 / 148 = 0.0
