../data/data_static_indoor_1_r_m.mat,741,10,15513 / 15513 = 1.0,8752 / 15513 = 0.5641719848,8766 / 15513 = 0.5650744537,741 / 741 = 1.0,19 / 741 = 0.0256410256,17 / 741 = 0.0229419703
../data/data_static_indoor_1_r_m.mat,741,11,19720 / 19728 = 0.999594485,10499 / 19728 = 0.5321877534,10586 / 19728 = 0.5365977291,738 / 741 = 0.995951417,3 / 741 = 0.004048583,5 / 741 = 0.0067476383
../data/data_static_indoor_1_r_m.mat,741,12,15696 / 15696 = 1.0,8832 / 15696 = 0.5626911315,9045 / 15696 = 0.5762614679,741 / 741 = 1.0,25 / 741 = 0.0337381916,24 / 741 = 0.032388664
../data/data_static_indoor_1_r_m.mat,741,13,19873 / 19877 = 0.9997987624,10411 / 19877 = 0.5237711928,10872 / 19877 = 0.5469638275,740 / 741 = 0.9986504723,4 / 741 = 0.0053981107,3 / 741 = 0.004048583
../data/data_static_indoor_1_r_m.mat,741,14,20262 / 20270 = 0.9996053281,10727 / 20270 = 0.5292057227,10813 / 20270 = 0.533448446,738 / 741 = 0.995951417,2 / 741 = 0.0026990553,3 / 741 = 0.004048583
../data/data_static_indoor_1_r_m.mat,741,15,6771 / 6773 = 0.9997047099,3473 / 6773 = 0.5127712978,3522 / 6773 = 0.5200059058,740 / 741 = 0.9986504723,52 / 741 = 0.0701754386,59 / 741 = 0.0796221323
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,741,4,37592 / 37674 = 0.9978234326,20847 / 37674 = 0.5533524447,21008 / 37674 = 0.5576259489,710 / 741 = 0.9581646424,1 / 741 = 0.0013495277,1 / 741 = 0.0013495277
../data/data_static_indoor_1_r_m.mat,741,5,40413 / 40614 = 0.9950509676,22507 / 40614 = 0.5541685133,22462 / 40614 = 0.553060521,700 / 741 = 0.9446693657,1 / 741 = 0.0013495277,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,6,42588 / 42839 = 0.994140853,23549 / 42839 = 0.549709377,23272 / 42839 = 0.5432433063,675 / 741 = 0.9109311741,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,7,41277 / 41587 = 0.9925457475,22706 / 41587 = 0.5459879289,22703 / 41587 = 0.545915791,671 / 741 = 0.9055330634,2 / 741 = 0.0026990553,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,8,20882 / 21058 = 0.9916421313,10988 / 21058 = 0.5217969418,10935 / 21058 = 0.5192800836,685 / 741 = 0.9244264507,2 / 741 = 0.0026990553,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,9,20019 / 20189 = 0.991579573,10590 / 20189 = 0.524543068,10745 / 20189 = 0.5322205161,694 / 741 = 0.9365721997,5 / 741 = 0.0067476383,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,10,18377 / 18562 = 0.9900334016,9893 / 18562 = 0.5329705851,9943 / 18562 = 0.5356642603,682 / 741 = 0.9203778677,13 / 741 = 0.0175438596,9 / 741 = 0.012145749
../data/data_static_indoor_1_r_m.mat,741,11,21045 / 21329 = 0.9866847953,11181 / 21329 = 0.5242158563,11160 / 21329 = 0.5232312814,661 / 741 = 0.8920377868,4 / 741 = 0.0053981107,1 / 741 = 0.0013495277
../data/data_static_indoor_1_r_m.mat,741,12,18703 / 18917 = 0.988687424,10135 / 18917 = 0.5357614844,10217 / 18917 = 0.5400962098,684 / 741 = 0.9230769231,11 / 741 = 0.0148448043,12 / 741 = 0.016194332
../data/data_static_indoor_1_r_m.mat,741,13,20995 / 21329 = 0.9843405692,11078 / 21329 = 0.5193867504,11207 / 21329 = 0.525434854,654 / 741 = 0.8825910931,0 / 741 = 0.0,1 / 741 = 0.0013495277
../data/data_static_indoor_1_r_m.mat,741,14,21192 / 21516 = 0.9849414389,11065 / 21516 = 0.5142684514,11207 / 21516 = 0.5208681911,664 / 741 = 0.8960863698,1 / 741 = 0.0013495277,2 / 741 = 0.0026990553
../data/data_static_indoor_1_r_m.mat,741,15,6934 / 6998 = 0.9908545299,3497 / 6998 = 0.4997142041,3519 / 6998 = 0.5028579594,715 / 741 = 0.9649122807,33 / 741 = 0.044534413,46 / 741 = 0.0620782726
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,741,4,22921 / 22935 = 0.9993895792,13902 / 22935 = 0.606147809,13663 / 22935 = 0.5957270547,738 / 741 = 0.995951417,15 / 741 = 0.020242915,11 / 741 = 0.0148448043
../data/data_static_indoor_1_r_m.mat,741,5,24442 / 24448 = 0.9997545812,14814 / 24448 = 0.6059391361,14547 / 24448 = 0.5950179974,738 / 741 = 0.995951417,12 / 741 = 0.016194332,12 / 741 = 0.016194332
../data/data_static_indoor_1_r_m.mat,741,6,26786 / 26794 = 0.9997014257,15818 / 26794 = 0.5903560499,15728 / 26794 = 0.5869970889,738 / 741 = 0.995951417,6 / 741 = 0.008097166,7 / 741 = 0.0094466937
../data/data_static_indoor_1_r_m.mat,741,7,28124 / 28132 = 0.9997156263,16543 / 28132 = 0.5880491966,16344 / 28132 = 0.5809754017,737 / 741 = 0.9946018893,9 / 741 = 0.012145749,2 / 741 = 0.0026990553
../data/data_static_indoor_1_r_m.mat,741,8,17228 / 17248 = 0.9988404453,9561 / 17248 = 0.5543251391,9381 / 17248 = 0.5438891466,734 / 741 = 0.9905533063,17 / 741 = 0.0229419703,13 / 741 = 0.0175438596
../data/data_static_indoor_1_r_m.mat,741,9,16991 / 17001 = 0.9994117993,9606 / 17001 = 0.5650255867,9609 / 17001 = 0.5652020469,738 / 741 = 0.995951417,19 / 741 = 0.0256410256,18 / 741 = 0.024291498
../data/data_static_indoor_1_r_m.mat,741,10,15640 / 15672 = 0.9979581419,8977 / 15672 = 0.5728050026,8725 / 15672 = 0.5567253701,734 / 741 = 0.9905533063,39 / 741 = 0.0526315789,33 / 741 = 0.044534413
../data/data_static_indoor_1_r_m.mat,741,11,17663 / 17685 = 0.9987560079,9701 / 17685 = 0.5485439638,9487 / 17685 = 0.5364433135,732 / 741 = 0.987854251,8 / 741 = 0.0107962213,12 / 741 = 0.016194332
../data/data_static_indoor_1_r_m.mat,741,12,16133 / 16171 = 0.9976501144,9275 / 16171 = 0.5735576031,9125 / 16171 = 0.5642817389,729 / 741 = 0.983805668,25 / 741 = 0.0337381916,26 / 741 = 0.0350877193
../data/data_static_indoor_1_r_m.mat,741,13,17902 / 17946 = 0.9975482002,9795 / 17946 = 0.5458040789,9624 / 17946 = 0.5362754931,728 / 741 = 0.9824561404,8 / 741 = 0.0107962213,5 / 741 = 0.0067476383
../data/data_static_indoor_1_r_m.mat,741,14,18338 / 18385 = 0.9974435681,10035 / 18385 = 0.5458254011,9900 / 18385 = 0.5384824585,729 / 741 = 0.983805668,5 / 741 = 0.0067476383,11 / 741 = 0.0148448043
../data/data_static_indoor_1_r_m.mat,741,15,6491 / 6513 = 0.9966221403,3496 / 6513 = 0.5367726086,3425 / 6513 = 0.5258713343,733 / 741 = 0.9892037787,84 / 741 = 0.1133603239,78 / 741 = 0.1052631579
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,741,4,30020 / 30036 = 0.9994673059,17352 / 30036 = 0.5777067519,17155 / 30036 = 0.5711479558,737 / 741 = 0.9946018893,8 / 741 = 0.0107962213,8 / 741 = 0.0107962213
../data/data_static_indoor_1_r_m.mat,741,5,32795 / 32829 = 0.9989643303,18397 / 32829 = 0.5603886807,18529 / 32829 = 0.564409516,736 / 741 = 0.9932523617,5 / 741 = 0.0067476383,6 / 741 = 0.008097166
../data/data_static_indoor_1_r_m.mat,741,6,35665 / 35730 = 0.9981808004,19895 / 35730 = 0.5568150014,19878 / 35730 = 0.5563392107,725 / 741 = 0.9784075574,1 / 741 = 0.0013495277,1 / 741 = 0.0013495277
../data/data_static_indoor_1_r_m.mat,741,7,36312 / 36440 = 0.9964873765,20162 / 36440 = 0.5532930845,20154 / 36440 = 0.5530735456,706 / 741 = 0.9527665317,2 / 741 = 0.0026990553,1 / 741 = 0.0013495277
../data/data_static_indoor_1_r_m.mat,741,8,19867 / 19947 = 0.9959893718,10505 / 19947 = 0.5266456109,10621 / 19947 = 0.5324610217,721 / 741 = 0.9730094467,2 / 741 = 0.0026990553,4 / 741 = 0.0053981107
../data/data_static_indoor_1_r_m.mat,741,9,19199 / 19309 = 0.9943031747,10203 / 19309 = 0.5284064426,10253 / 19309 = 0.5309959086,708 / 741 = 0.955465587,2 / 741 = 0.0026990553,6 / 741 = 0.008097166
../data/data_static_indoor_1_r_m.mat,741,10,17681 / 17825 = 0.9919214586,9638 / 17825 = 0.5407012623,9733 / 17825 = 0.5460308555,703 / 741 = 0.9487179487,7 / 741 = 0.0094466937,11 / 741 = 0.0148448043
../data/data_static_indoor_1_r_m.mat,741,11,20411 / 20551 = 0.9931876794,10905 / 20551 = 0.5306311128,10749 / 20551 = 0.5230402414,700 / 741 = 0.9446693657,1 / 741 = 0.0013495277,4 / 741 = 0.0053981107
../data/data_static_indoor_1_r_m.mat,741,12,17719 / 17864 = 0.9918831169,9751 / 17864 = 0.545846395,9803 / 17864 = 0.5487572772,704 / 741 = 0.9500674764,15 / 741 = 0.020242915,10 / 741 = 0.0134952767
../data/data_static_indoor_1_r_m.mat,741,13,20380 / 20602 = 0.9892243472,10672 / 20602 = 0.5180079604,10804 / 20602 = 0.5244151053,686 / 741 = 0.9257759784,2 / 741 = 0.0026990553,4 / 741 = 0.0053981107
../data/data_static_indoor_1_r_m.mat,741,14,20545 / 20782 = 0.9885959003,11012 / 20782 = 0.5298816283,10964 / 20782 = 0.5275719373,682 / 741 = 0.9203778677,8 / 741 = 0.0107962213,4 / 741 = 0.0053981107
../data/data_static_indoor_1_r_m.mat,741,15,6873 / 6943 = 0.9899179029,3512 / 6943 = 0.5058332133,3616 / 6943 = 0.520812329,715 / 741 = 0.9649122807,50 / 741 = 0.0674763833,49 / 741 = 0.0661268556
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,741,4,30452 / 30462 = 0.9996717221,17357 / 30462 = 0.5697918718,17281 / 30462 = 0.5672969601,738 / 741 = 0.995951417,2 / 741 = 0.0026990553,4 / 741 = 0.0053981107
../data/data_static_indoor_1_r_m.mat,741,5,32971 / 32991 = 0.9993937741,18877 / 32991 = 0.5721863539,18698 / 32991 = 0.5667606317,733 / 741 = 0.9892037787,2 / 741 = 0.0026990553,5 / 741 = 0.0067476383
../data/data_static_indoor_1_r_m.mat,741,6,35988 / 36052 = 0.9982247864,20310 / 36052 = 0.5633529346,20146 / 36052 = 0.5588039499,722 / 741 = 0.9743589744,1 / 741 = 0.0013495277,1 / 741 = 0.0013495277
../data/data_static_indoor_1_r_m.mat,741,7,35986 / 36094 = 0.9970078129,19974 / 36094 = 0.5533883748,20008 / 36094 = 0.5543303596,716 / 741 = 0.9662618084,3 / 741 = 0.004048583,4 / 741 = 0.0053981107
../data/data_static_indoor_1_r_m.mat,741,8,19936 / 20042 = 0.9947111067,10648 / 20042 = 0.531284303,10655 / 20042 = 0.5316335695,710 / 741 = 0.9581646424,2 / 741 = 0.0026990553,6 / 741 = 0.008097166
../data/data_static_indoor_1_r_m.mat,741,9,19127 / 19197 = 0.9963535969,10222 / 19197 = 0.5324790332,10158 / 19197 = 0.5291451789,718 / 741 = 0.9689608637,1 / 741 = 0.0013495277,4 / 741 = 0.0053981107
../data/data_static_indoor_1_r_m.mat,741,10,17689 / 17779 = 0.994937848,9662 / 17779 = 0.5434501378,9716 / 17779 = 0.546487429,714 / 741 = 0.963562753,17 / 741 = 0.0229419703,19 / 741 = 0.0256410256
../data/data_static_indoor_1_r_m.mat,741,11,20100 / 20228 = 0.9936721376,10636 / 20228 = 0.5258058137,10660 / 20228 = 0.5269922879,706 / 741 = 0.9527665317,8 / 741 = 0.0107962213,3 / 741 = 0.004048583
../data/data_static_indoor_1_r_m.mat,741,12,17938 / 18131 = 0.9893552479,9792 / 18131 = 0.5400694942,9801 / 18131 = 0.5405658816,689 / 741 = 0.9298245614,14 / 741 = 0.0188933873,14 / 741 = 0.0188933873
../data/data_static_indoor_1_r_m.mat,741,13,20258 / 20410 = 0.9925526703,10758 / 20410 = 0.5270945615,10712 / 20410 = 0.5248407643,695 / 741 = 0.9379217274,4 / 741 = 0.0053981107,4 / 741 = 0.0053981107
../data/data_static_indoor_1_r_m.mat,741,14,20646 / 20902 = 0.9877523682,10885 / 20902 = 0.5207635633,11004 / 20902 = 0.5264567984,679 / 741 = 0.9163292848,2 / 741 = 0.0026990553,2 / 741 = 0.0026990553
../data/data_static_indoor_1_r_m.mat,741,15,6881 / 6945 = 0.9907847372,3512 / 6945 = 0.505687545,3541 / 6945 = 0.5098632109,719 / 741 = 0.9703103914,45 / 741 = 0.0607287449,49 / 741 = 0.0661268556
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,741,4,19386 / 19386 = 1.0,12097 / 19386 = 0.6240070154,12049 / 19386 = 0.6215310018,741 / 741 = 1.0,48 / 741 = 0.0647773279,32 / 741 = 0.0431848853
../data/data_static_indoor_1_r_m.mat,741,5,21419 / 21419 = 1.0,13417 / 21419 = 0.6264064616,13167 / 21419 = 0.6147345814,741 / 741 = 1.0,44 / 741 = 0.0593792173,40 / 741 = 0.0539811066
../data/data_static_indoor_1_r_m.mat,741,6,23719 / 23723 = 0.9998313873,14309 / 23723 = 0.6031699195,14213 / 23723 = 0.5991232138,740 / 741 = 0.9986504723,25 / 741 = 0.0337381916,22 / 741 = 0.0296896086
../data/data_static_indoor_1_r_m.mat,741,7,25799 / 25803 = 0.9998449793,15478 / 25803 = 0.5998527303,15230 / 25803 = 0.5902414448,740 / 741 = 0.9986504723,21 / 741 = 0.028340081,14 / 741 = 0.0188933873
../data/data_static_indoor_1_r_m.mat,741,8,17147 / 17167 = 0.9988349741,9597 / 17167 = 0.5590376886,9457 / 17167 = 0.5508825071,735 / 741 = 0.991902834,29 / 741 = 0.0391363023,21 / 741 = 0.028340081
../data/data_static_indoor_1_r_m.mat,741,9,16956 / 16962 = 0.9996462681,9383 / 16962 = 0.5531776913,9506 / 16962 = 0.5604291947,739 / 741 = 0.9973009447,17 / 741 = 0.0229419703,24 / 741 = 0.032388664
../data/data_static_indoor_1_r_m.mat,741,10,15884 / 15896 = 0.9992450931,8940 / 15896 = 0.5624056366,8954 / 15896 = 0.5632863613,737 / 741 = 0.9946018893,48 / 741 = 0.0647773279,42 / 741 = 0.0566801619
../data/data_static_indoor_1_r_m.mat,741,11,17664 / 17678 = 0.9992080552,9752 / 17678 = 0.5516461138,9584 / 17678 = 0.5421427763,736 / 741 = 0.9932523617,18 / 741 = 0.024291498,17 / 741 = 0.0229419703
../data/data_static_indoor_1_r_m.mat,741,12,16438 / 16458 = 0.9987847855,9290 / 16458 = 0.5644671284,9153 / 16458 = 0.5561429092,737 / 741 = 0.9946018893,38 / 741 = 0.0512820513,27 / 741 = 0.036437247
../data/data_static_indoor_1_r_m.mat,741,13,18395 / 18429 = 0.9981550817,9894 / 18429 = 0.5368712356,9976 / 18429 = 0.5413207445,732 / 741 = 0.987854251,19 / 741 = 0.0256410256,11 / 741 = 0.0148448043
../data/data_static_indoor_1_r_m.mat,741,14,18590 / 18628 = 0.9979600601,10154 / 18628 = 0.5450934078,10003 / 18628 = 0.5369873309,730 / 741 = 0.9851551957,16 / 741 = 0.0215924426,18 / 741 = 0.024291498
../data/data_static_indoor_1_r_m.mat,741,15,6586 / 6614 = 0.9957665558,3552 / 6614 = 0.5370426368,3464 / 6614 = 0.5237375265,728 / 741 = 0.9824561404,89 / 741 = 0.1201079622,81 / 741 = 0.1093117409
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,741,4,16807 / 16807 = 1.0,11008 / 16807 = 0.6549651931,10731 / 16807 = 0.638483965,741 / 741 = 1.0,79 / 741 = 0.1066126856,71 / 741 = 0.0958164642
../data/data_static_indoor_1_r_m.mat,741,5,18730 / 18730 = 1.0,11754 / 18730 = 0.627549386,11856 / 18730 = 0.6329951949,741 / 741 = 1.0,53 / 741 = 0.0715249663,62 / 741 = 0.0836707152
../data/data_static_indoor_1_r_m.mat,741,6,20913 / 20913 = 1.0,12785 / 20913 = 0.6113422273,12741 / 20913 = 0.6092382728,741 / 741 = 1.0,39 / 741 = 0.0526315789,34 / 741 = 0.0458839406
../data/data_static_indoor_1_r_m.mat,741,7,22769 / 22769 = 1.0,13619 / 22769 = 0.598137819,13704 / 22769 = 0.6018709649,741 / 741 = 1.0,27 / 741 = 0.036437247,32 / 741 = 0.0431848853
../data/data_static_indoor_1_r_m.mat,741,8,16009 / 16009 = 1.0,9008 / 16009 = 0.5626834905,8750 / 16009 = 0.5465675557,741 / 741 = 1.0,25 / 741 = 0.0337381916,18 / 741 = 0.024291498
../data/data_static_indoor_1_r_m.mat,741,9,16148 / 16150 = 0.999876161,9039 / 16150 = 0.5596904025,8978 / 16150 = 0.5559133127,740 / 741 = 0.9986504723,34 / 741 = 0.0458839406,32 / 741 = 0.0431848853
../data/data_static_indoor_1_r_m.mat,741,10,15017 / 15029 = 0.9992015437,8602 / 15029 = 0.5723601038,8486 / 15029 = 0.5646416927,739 / 741 = 0.9973009447,44 / 741 = 0.0593792173,47 / 741 = 0.0634278003
../data/data_static_indoor_1_r_m.mat,741,11,16763 / 16779 = 0.9990464271,9354 / 16779 = 0.5574825675,9218 / 16779 = 0.5493771977,735 / 741 = 0.991902834,29 / 741 = 0.0391363023,23 / 741 = 0.0310391363
../data/data_static_indoor_1_r_m.mat,741,12,15579 / 15585 = 0.9996150144,8776 / 15585 = 0.5631055502,8751 / 15585 = 0.5615014437,738 / 741 = 0.995951417,37 / 741 = 0.0499325236,41 / 741 = 0.0553306343
