../data/data_static_indoor_1_r_m.mat,370,256,4,4,23632 / 23680 = 0.997972973,11858 / 23680 = 0.5007601351,11884 / 23680 = 0.5018581081,359 / 370 = 0.9702702703,0 / 370 = 0.0,0 / 370 = 0.0
../data/data_static_indoor_1_r_m.mat,370,256,4,8,8880 / 8880 = 1.0,4392 / 8880 = 0.4945945946,4416 / 8880 = 0.4972972973,370 / 370 = 1.0,0 / 370 = 0.0,0 / 370 = 0.0
../data/data_static_indoor_1_r_m.mat,370,256,8,4,8880 / 8880 = 1.0,4468 / 8880 = 0.5031531532,4438 / 8880 = 0.4997747748,370 / 370 = 1.0,0 / 370 = 0.0,0 / 370 = 0.0
../data/data_static_indoor_1_r_m.mat,370,256,8,8,2960 / 2960 = 1.0,1504 / 2960 = 0.5081081081,1520 / 2960 = 0.5135135135,370 / 370 = 1.0,24 / 370 = 0.0648648649,23 / 370 = 0.0621621622
../data/data_static_indoor_1_r_m.mat,185,512,4,4,29078 / 29600 = 0.9823648649,14932 / 29600 = 0.5044594595,14770 / 29600 = 0.4989864865,91 / 185 = 0.4918918919,0 / 185 = 0.0,0 / 185 = 0.0
../data/data_static_indoor_1_r_m.mat,185,512,4,8,11840 / 11840 = 1.0,5802 / 11840 = 0.4900337838,5956 / 11840 = 0.5030405405,185 / 185 = 1.0,0 / 185 = 0.0,0 / 185 = 0.0
../data/data_static_indoor_1_r_m.mat,185,512,8,4,11802 / 11840 = 0.9967905405,5944 / 11840 = 0.502027027,5922 / 11840 = 0.5001689189,174 / 185 = 0.9405405405,0 / 185 = 0.0,0 / 185 = 0.0
../data/data_static_indoor_1_r_m.mat,185,512,8,8,4440 / 4440 = 1.0,2262 / 4440 = 0.5094594595,2192 / 4440 = 0.4936936937,185 / 185 = 1.0,0 / 185 = 0.0,0 / 185 = 0.0
../data/data_static_indoor_1_r_m.mat,185,512,4,4,29078 / 29600 = 0.9823648649,14856 / 29600 = 0.5018918919,14788 / 29600 = 0.4995945946,91 / 185 = 0.4918918919,0 / 185 = 0.0,0 / 185 = 0.0
../data/data_static_indoor_1_r_m.mat,185,512,4,4,29078 / 29600 = 0.9823648649,14640 / 29600 = 0.4945945946,14672 / 29600 = 0.4956756757,91 / 185 = 0.4918918919,0 / 185 = 0.0,0 / 185 = 0.0
../data/data_static_indoor_1_r_m.mat,92,1024,4,8,14704 / 14720 = 0.9989130435,7386 / 14720 = 0.5017663043,7418 / 14720 = 0.5039402174,87 / 92 = 0.9456521739,0 / 92 = 0.0,0 / 92 = 0.0
../data/data_static_indoor_1_r_m.mat,92,1024,8,8,5888 / 5888 = 1.0,2926 / 5888 = 0.4969429348,2932 / 5888 = 0.4979619565,92 / 92 = 1.0,0 / 92 = 0.0,0 / 92 = 0.0
../data/data_static_indoor_1_r_m.mat,46,2048,8,8,7342 / 7360 = 0.9975543478,3728 / 7360 = 0.5065217391,3702 / 7360 = 0.5029891304,42 / 46 = 0.9130434783,0 / 46 = 0.0,0 / 46 = 0.0
../data/data_static_indoor_1_r_m.mat,46,2048,4,8,17212 / 17664 = 0.9744112319,8914 / 17664 = 0.5046422101,8662 / 17664 = 0.4903759058,2 / 46 = 0.0434782609,0 / 46 = 0.0,0 / 46 = 0.0
../data/data_static_indoor_1_r_m.mat,370,256,4,4,23632 / 23680 = 0.997972973,11908 / 23680 = 0.5028716216,11720 / 23680 = 0.4949324324,359 / 370 = 0.9702702703,0 / 370 = 0.0,0 / 370 = 0.0
../data/data_static_indoor_1_r_m.mat,296,320,5,4,18898 / 18944 = 0.9975717905,9402 / 18944 = 0.4963048986,9552 / 18944 = 0.504222973,285 / 296 = 0.9628378378,0 / 296 = 0.0,0 / 296 = 0.0
../data/data_static_indoor_1_r_m.mat,370,256,4,1,115770 / 142080 = 0.8148226351,70884 / 142080 = 0.498902027,71328 / 142080 = 0.502027027,0 / 370 = 0.0,0 / 370 = 0.0,0 / 370 = 0.0
../data/data_static_indoor_1_r_m.mat,370,256,4,4,23632 / 23680 = 0.997972973,11918 / 23680 = 0.5032939189,11794 / 23680 = 0.4980574324,359 / 370 = 0.9702702703,0 / 370 = 0.0,0 / 370 = 0.0
../data/data_static_indoor_1_r_m.mat,296,320,5,4,18898 / 18944 = 0.9975717905,9520 / 18944 = 0.5025337838,9480 / 18944 = 0.5004222973,285 / 296 = 0.9628378378,0 / 296 = 0.0,0 / 296 = 0.0
../data/data_static_indoor_1_r_m.mat,185,512,8,5,7400 / 7400 = 1.0,3840 / 7400 = 0.5189189189,3730 / 7400 = 0.5040540541,185 / 185 = 1.0,0 / 185 = 0.0,0 / 185 = 0.0
../data/data_static_indoor_1_r_m.mat,211,448,7,5,8440 / 8440 = 1.0,4218 / 8440 = 0.4997630332,4300 / 8440 = 0.509478673,211 / 211 = 1.0,0 / 211 = 0.0,0 / 211 = 0.0
../data/data_static_indoor_1_r_m.mat,247,384,6,5,9880 / 9880 = 1.0,5092 / 9880 = 0.5153846154,5158 / 9880 = 0.5220647773,247 / 247 = 1.0,0 / 247 = 0.0,0 / 247 = 0.0
../data/data_static_indoor_1_r_m.mat,296,320,5,5,11840 / 11840 = 1.0,6132 / 11840 = 0.5179054054,6060 / 11840 = 0.5118243243,296 / 296 = 1.0,0 / 296 = 0.0,0 / 296 = 0.0
../data/data_static_indoor_1_r_m.mat,370,256,4,5,14800 / 14800 = 1.0,7638 / 14800 = 0.5160810811,7662 / 14800 = 0.5177027027,370 / 370 = 1.0,0 / 370 = 0.0,0 / 370 = 0.0
../data/data_static_indoor_1_r_m.mat,185,512,4,7,13690 / 13690 = 1.0,6974 / 13690 = 0.5094229364,6812 / 13690 = 0.4975894814,185 / 185 = 1.0,0 / 185 = 0.0,0 / 185 = 0.0
../data/data_static_indoor_1_r_m.mat,148,640,5,7,10952 / 10952 = 1.0,5468 / 10952 = 0.4992695398,5538 / 10952 = 0.5056610665,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,123,768,6,7,9100 / 9102 = 0.9997802681,4572 / 9102 = 0.5023071852,4698 / 9102 = 0.5161502966,122 / 123 = 0.9918699187,0 / 123 = 0.0,0 / 123 = 0.0
../data/data_static_indoor_1_r_m.mat,105,896,7,7,7768 / 7770 = 0.9997425997,3956 / 7770 = 0.5091377091,3966 / 7770 = 0.5104247104,104 / 105 = 0.9904761905,0 / 105 = 0.0,0 / 105 = 0.0
../data/data_static_indoor_1_r_m.mat,92,1024,8,7,6808 / 6808 = 1.0,3494 / 6808 = 0.5132197415,3362 / 6808 = 0.4938307873,92 / 92 = 1.0,0 / 92 = 0.0,0 / 92 = 0.0
../data/data_static_indoor_1_r_m.mat,92,1024,4,9,11392 / 11408 = 0.9985974755,5830 / 11408 = 0.5110448808,5856 / 11408 = 0.5133239832,88 / 92 = 0.9565217391,0 / 92 = 0.0,0 / 92 = 0.0
../data/data_static_indoor_1_r_m.mat,74,1280,5,9,9166 / 9176 = 0.9989102005,4652 / 9176 = 0.5069747167,4682 / 9176 = 0.5102441151,71 / 74 = 0.9594594595,0 / 74 = 0.0,0 / 74 = 0.0
../data/data_static_indoor_1_r_m.mat,74,1280,5,9,9166 / 9176 = 0.9989102005,4660 / 9176 = 0.5078465562,4628 / 9176 = 0.5043591979,71 / 74 = 0.9594594595,0 / 74 = 0.0,0 / 74 = 0.0
../data/data_static_indoor_1_r_m.mat,92,1024,4,10,9994 / 10028 = 0.9966094934,5096 / 10028 = 0.5081771041,5150 / 10028 = 0.5135620263,89 / 92 = 0.9673913043,0 / 92 = 0.0,0 / 92 = 0.0
../data/data_static_indoor_1_r_m.mat,74,1280,5,10,8064 / 8066 = 0.9997520456,4014 / 8066 = 0.4976444334,4064 / 8066 = 0.5038432928,73 / 74 = 0.9864864865,0 / 74 = 0.0,0 / 74 = 0.0
../data/data_static_indoor_1_r_m.mat,61,1536,6,10,6649 / 6649 = 1.0,3333 / 6649 = 0.5012783877,3341 / 6649 = 0.5024815762,61 / 61 = 1.0,0 / 61 = 0.0,0 / 61 = 0.0
../data/data_static_indoor_1_r_m.mat,52,1792,7,10,5668 / 5668 = 1.0,2856 / 5668 = 0.5038814397,2814 / 5668 = 0.4964714185,52 / 52 = 1.0,0 / 52 = 0.0,0 / 52 = 0.0
../data/data_static_indoor_1_r_m.mat,46,2048,8,10,5014 / 5014 = 1.0,2514 / 5014 = 0.5013960909,2596 / 5014 = 0.5177502992,46 / 46 = 1.0,0 / 46 = 0.0,0 / 46 = 0.0
../data/data_static_indoor_1_r_m.mat,92,1024,4,9,11388 / 11408 = 0.9982468443,5822 / 11408 = 0.5103436185,5728 / 11408 = 0.5021037868,86 / 92 = 0.9347826087,0 / 92 = 0.0,0 / 92 = 0.0
../data/data_static_indoor_1_r_m.mat,92,1024,4,9,11388 / 11408 = 0.9982468443,5686 / 11408 = 0.4984221599,5728 / 11408 = 0.5021037868,86 / 92 = 0.9347826087,0 / 92 = 0.0,0 / 92 = 0.0
../data/data_static_indoor_1_r_m.mat,92,1024,4,9,11408 / 11408 = 1.0,5734 / 11408 = 0.5026297335,5658 / 11408 = 0.4959677419,92 / 92 = 1.0,0 / 92 = 0.0,0 / 92 = 0.0
../data/data_static_indoor_1_r_m.mat,74,1280,5,9,9170 / 9176 = 0.9993461203,4612 / 9176 = 0.5026155187,4638 / 9176 = 0.5054489974,72 / 74 = 0.972972973,0 / 74 = 0.0,0 / 74 = 0.0
../data/data_static_indoor_1_r_m.mat,61,1536,6,9,7560 / 7564 = 0.9994711793,3744 / 7564 = 0.4949762031,3742 / 7564 = 0.4947117927,59 / 61 = 0.9672131148,0 / 61 = 0.0,0 / 61 = 0.0
../data/data_static_indoor_1_r_m.mat,52,1792,7,9,6446 / 6448 = 0.9996898263,3236 / 6448 = 0.5018610422,3250 / 6448 = 0.5040322581,51 / 52 = 0.9807692308,0 / 52 = 0.0,0 / 52 = 0.0
../data/data_static_indoor_1_r_m.mat,46,2048,8,9,5700 / 5704 = 0.9992987377,2902 / 5704 = 0.5087657784,2852 / 5704 = 0.5,44 / 46 = 0.9565217391,0 / 46 = 0.0,0 / 46 = 0.0
