filename,times,gridSize,p,segLen,correctBitRate,randomBitRate,noiseBitRate,correctWholeRate,randomWholeRate,noiseWholeRate
../data/data_mobile_indoor_1.mat,30,0.05,2,2,0.996875,0.8078125,0.65546875,0.6666666666666666,0.0,0.0
../data/data_mobile_indoor_1.mat,60,0.05,3,2,0.9914496527777777,0.8682291666666667,0.7122395833333334,0.5833333333333334,0.0,0.0
../data/data_mobile_indoor_1.mat,90,0.05,4,2,0.9958705357142857,0.9388020833333334,0.7951636904761905,0.6333333333333333,0.12222222222222222,0.0
../data/data_mobile_indoor_1.mat,120,0.05,5,2,0.9956336805555556,0.9489322916666667,0.8645920138888888,0.6083333333333333,0.1,0.0
../data/data_mobile_indoor_1.mat,150,0.05,6,2,0.9972824260752688,0.9666162634408603,0.913033434139785,0.56,0.08666666666666667,0.0
../data/data_mobile_indoor_1.mat,180,0.05,7,2,0.9983527612433862,0.9727203207671957,0.9450458829365079,0.5055555555555555,0.07222222222222222,0.0
../data/data_mobile_indoor_1.mat,210,0.05,8,2,0.999037278543307,0.9846292650918635,0.9662914206036746,0.4523809523809524,0.06190476190476191,0.0
../data/data_mobile_indoor_1.mat,240,0.05,9,2,0.9994209558823529,0.9914108455882353,0.9796926062091503,0.4166666666666667,0.05416666666666667,0.0
../data/data_mobile_indoor_1.mat,270,0.05,10,2,0.9996616112198304,0.9951771954500979,0.9882060808056099,0.3888888888888889,0.04814814814814815,0.0
../data/data_mobile_indoor_1.mat,300,0.1,2,2,0.999657948811849,0.9951334635416667,0.9875572204589844,0.4266666666666667,0.08,0.0
../data/data_mobile_indoor_1.mat,330,0.1,3,2,0.9996585197795071,0.995131880269131,0.9865708090142672,0.4727272727272727,0.13636363636363635,0.0
../data/data_mobile_indoor_1.mat,360,0.1,4,2,0.9996538670366796,0.9950772200772201,0.9855840773809523,0.49722222222222223,0.15555555555555556,0.0
../data/data_mobile_indoor_1.mat,390,0.1,5,2,0.9996502198193916,0.9950713917934094,0.9846265050697085,0.517948717948718,0.1717948717948718,0.0
../data/data_mobile_indoor_1.mat,420,0.1,6,2,0.9996533383302583,0.9951385685731857,0.983912544203567,0.5357142857142857,0.18571428571428572,0.0
../data/data_mobile_indoor_1.mat,450,0.1,7,2,0.9995919080284553,0.9945818361643438,0.983471481199187,0.5222222222222223,0.17333333333333334,0.0
../data/data_mobile_indoor_1.mat,480,0.1,8,2,0.9996048850574712,0.9947735028082549,0.9838498808124347,0.5,0.1625,0.0
../data/data_mobile_indoor_1.mat,510,0.1,9,2,0.999637762456484,0.9953359578981723,0.9853869193320278,0.4803921568627451,0.15294117647058825,0.0
