		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000011101    2    3    1    3    1    2    2    6  7.644677 0.468925 SUCCESS  14
000011111    2    2    3    2    3    3    3    4  1.839114 0.985553 SUCCESS  15
000100011    3    1    1    3    2    4    3    6  8.680676 0.369946 SUCCESS  16
000100101    2    2    5    4    4    4    1    2  7.048895 0.531367 SUCCESS  17
000100111    1    2    2    3    0    0    2    2  6.294238 0.614310 SUCCESS  18
000101001    4    3    1    4    2    1    2    0  6.608679 0.579380 SUCCESS  19
000101011    3    3    2    1    2    1    5    1  5.824233 0.666913 SUCCESS  20
000101101    1    2    4    4    3    1    2    3  4.255341 0.833382 SUCCESS  21
000101111    1    2    4    2    2    7    4    4 13.106011 0.108254 SUCCESS  22
000110011    1    2    3    6    3    3    3    2  6.986007 0.538143 SUCCESS  23
000110101    1    1    1    4    3    2    2    3  4.066676 0.851058 SUCCESS  24
000110111    1    3    3    3    2    0    5    2  6.734455 0.565535 SUCCESS  25
000111001    1    3    2    1    3    4    5    4  6.986007 0.538143 SUCCESS  26
000111011    3    1    4    4    2    1    3    5  6.986007 0.538143 SUCCESS  27
000111101    4    3    3    3    3    7    4    1 12.384453 0.134857 SUCCESS  28
000111111    1    1    3    2    2    1    4    3  4.066676 0.851058 SUCCESS  29
001000011    2    2    6    0    0    3    4    5 14.549126 0.068529 SUCCESS  30
001000101    2    0    1    4    3    3    1    3  5.761345 0.673945 SUCCESS  31
001000111    2    4    0    1    2    4    3    5  8.554899 0.381222 SUCCESS  32
001001011    3    3    4    2    0    4    3    3  5.228451 0.732903 SUCCESS  33
001001101    2    1    1    1    4    0    1    2  7.141573 0.521438 SUCCESS  34
001001111    1    2    1    2    2    1    3    1  3.815124 0.873406 SUCCESS  35
001010011    4    6    4    4    3    1    1    0 12.917346 0.114725 SUCCESS  36
001010101    4    3    2    4    4    3    1    2  4.444005 0.815009 SUCCESS  37
001010111    6    4    3    2    1    1    2    1  9.339345 0.314483 SUCCESS  38
001011011    1    3    3    3    5    6    1    2 10.438232 0.235604 SUCCESS  39
001011101    2    0    7    2    3    2    1    0 15.082020 0.057570 SUCCESS  40
001011111    3    2    2    2    1    0    4    5  7.581789 0.475349 SUCCESS  41
001100101    2    1    3    2    3    4    1    1  4.066676 0.851058 SUCCESS  42
001100111    2    2    0    6    2    3    1    3  9.276457 0.319514 SUCCESS  43
001101011    1    2    1    3    4    2    2    4  4.192453 0.839356 SUCCESS  44
001101101    3    2    2    4    1    2    1    5  5.950009 0.652832 SUCCESS  45
001101111    3    5    3    3    0    2    3    2  6.012897 0.645787 SUCCESS  46
001110101    2    3    1    1    0    4    2    5  8.366235 0.398537 SUCCESS  47
001110111    2    4    4    4    5    1    2    3  7.111783 0.524622 SUCCESS  48
001111011    2    3    2    0    4    5    3    4  7.833341 0.449917 SUCCESS  49
001111101    3    3    0    0    2    4    2    1  7.330237 0.501457 SUCCESS  50
001111111    1    1    2    4    2    3    3    1  4.066676 0.851058 SUCCESS  51
010000011    2    4    3    0    5    0    5    3 12.007124 0.150886 SUCCESS  52
010000111    2    2    4    1    0    5    2    5 10.249568 0.247945 SUCCESS  53
010001011    1    2    4    3    3    5    3    2  5.291339 0.726032 SUCCESS  54
010001111    6    2    1    0    1    3    3    2 10.060903 0.260777 SUCCESS  55
010010011    0    0    2    3    3    1    2    0  8.773353 0.361775 SUCCESS  56
010010111    5    2    2    2    0    3    5    3  8.617787 0.375557 SUCCESS  57
010011011    5    4    2    4    2    0    0    3 10.186680 0.252167 SUCCESS  58
010011111    0    2    0    2    3    2    2    0  7.926019 0.440730 SUCCESS  59
010100011    3    1    1    5    1    1    3    2  6.608679 0.579380 SUCCESS  60
010100111    1    2    2    2    3    0    1    2  4.662458 0.792968 SUCCESS  61
010101011    2    2    1    3    3    3    3    4  2.623560 0.955720 SUCCESS  62
010101111    6    2    3    1    1    2    4    2  8.554899 0.381222 SUCCESS  63
010110011    2    3    2    1    1    3    3    3  2.434896 0.964698 SUCCESS  64
010110111    1    2    1    2    3    4    1    2  4.003788 0.856782 SUCCESS  65
010111011    1    2    4    1    2    1    0    1  7.141573 0.521438 SUCCESS  66
010111111    4    1    3    2    3    1    6    3  8.680676 0.369946 SUCCESS  67
011000111    2    1    5    2    1    2    1    3  5.761345 0.673945 SUCCESS  68
011001111    2    2    0    4    3    4    1    2  5.824233 0.666913 SUCCESS  69
011010111    2    2    1    4    3    2    3    2  2.497784 0.961834 SUCCESS  70
011011111    3    6    2    2    0    1    1    2  9.998015 0.265165 SUCCESS  71
011101111    2    5    5    5    4    3    1    1 11.411342 0.179463 SUCCESS  72
011111111    2    3    2    4    3    5    4    3  5.480003 0.705254 SUCCESS  73
100000000    4    2    2    3    3    0    5    2  6.860231 0.551785 SUCCESS  74
100010000    0    1    5    3    3    4    1    2  8.429123 0.392713 SUCCESS  75
100100000    4    1    2    1    4    0    1    1  8.114683 0.422349 SUCCESS  76
100101000    0    3    1    6    2    2    3    4 10.249568 0.247945 SUCCESS  77
100110000    5    5    2    2    3    2    2    4  7.111783 0.524622 SUCCESS  78
100111000    1    2    4    4    3    4    4    4  6.327337 0.610616 SUCCESS  79
101000000    3    1    2    3    1    2    4    2  3.282230 0.915418 SUCCESS  80
101000100    3    0    3    3    3    0    2    2  5.698457 0.680967 SUCCESS  81
101001000    1    2    2    0    5    1    2    2  7.330237 0.501457 SUCCESS  82
101001100    3    4    3    1    2    0    1    0  8.114683 0.422349 SUCCESS  83
101010000    4    2    2    2    4    3    1    4  4.381117 0.821206 SUCCESS  84
101010100    3    4    1    3    2    2    0    0  7.330237 0.501457 SUCCESS  85
101011000    1    3    4    1    3    4    6    3  9.653786 0.290171 SUCCESS  86
101011100    2    2    1    6    3    2    3    6 12.195788 0.142680 SUCCESS  87
101100000    2    1    3    2    2    2    5    1  4.976899 0.760042 SUCCESS  88
101100100    2    2    0    2    4    5    2    5  9.465122 0.304589 SUCCESS  89
101101000    2    3    3    3    1    2    2    3  1.650450 0.989919 SUCCESS  90
101101100    1    1    3    4    6    3    2    4  9.590898 0.294921 SUCCESS  91
101110000    2    1    1    3    2    0    2    3  4.725346 0.786488 SUCCESS  92
101110100    2    2    4    2    3    2    4    4  3.596671 0.891559 SUCCESS  93
101111000    2    4    1    1    0    2    4    1  7.330237 0.501457 SUCCESS  94
101111100    2    4    0    3    2    2    0    0  8.899129 0.350877 SUCCESS  95
110000000    4    1    4    3    4    0    4    2  7.770453 0.456208 SUCCESS  96
110000010    2    1    3    1    4    0    1    2  6.420015 0.600293 SUCCESS  97
110000100    0    2    4    2    2    5    2    3  6.797343 0.558648 SUCCESS  98
110001000    2    3    5    4    3    5    2    3  7.237560 0.511232 SUCCESS  99
110001010    3    2    0    1    3    1    3    2  4.788234 0.779952 SUCCESS 100
110010000    3    3    4    2    2    2    3    5  4.506893 0.808743 SUCCESS 101
110010010    3    2    3    2    3    3    2    1  1.650450 0.989919 SUCCESS 102
110010100    1    5    0    5    3    1    4    2 11.096902 0.196269 SUCCESS 103
110011000    3    2    4    3    2    3    4    2  2.749337 0.949090 SUCCESS 104
110011010    6    2    1    1    3    1    3    1  9.213569 0.324601 SUCCESS 105
110100000    2    4    2    2    0    2    6    3  9.402234 0.309508 SUCCESS 106
110100010    4    2    3    4    3    3    3    2  2.812225 0.945583 SUCCESS 107
110100100    1    2    0    0    5    1    1    1 11.315355 0.184463 SUCCESS 108
110101000    2    1    3    2    2    0    5    3  6.671567 0.572447 SUCCESS 109
110101010    1    3    0    2    1    2    2    2  4.662458 0.792968 SUCCESS 110
110101100    3    7    3    1    2    6    4    4 17.594234 0.024483 SUCCESS 111
110110000    1    0    6    3    4    3    2    3 10.312456 0.243777 SUCCESS 112
110110010    2    5    0    2    3    2    2    4  6.797343 0.558648 SUCCESS 113
110110100    0    1    2    3    3    1    3    2  4.788234 0.779952 SUCCESS 114
110111000    2    2    2    1    1    3    2    3  2.309120 0.970039 SUCCESS 115
110111010    0    3    6    4    1    2    6    4 16.495347 0.035815 SUCCESS 116
110111100    3    4    2    1    2    3    4    1  4.255341 0.833382 SUCCESS 117
111000000    2    3    1    3    4    1    5    2  6.012897 0.645787 SUCCESS 118
111000010    3    2    4    3    1    4    3    3  3.596671 0.891559 SUCCESS 119
111000100    2    0    3    5    2    4    1    3  7.644677 0.468925 SUCCESS 120
111000110    2    1    0    1    0    2    1    2  7.800242 0.453223 SUCCESS 121
111001000    3    1    6    2    2    3    1    2  7.644677 0.468925 SUCCESS 122
111001010    1    5    3    5    4    3    3    2  8.022006 0.431323 SUCCESS 123
111001100    2    2    2    3    1    5    4    1  5.950009 0.652832 SUCCESS 124
111010000    0    5    1    2    1    3    4    1  9.150681 0.329745 SUCCESS 125
111010010    3    0    2    3    1    2    3    4  4.976899 0.760042 SUCCESS 126
111010100    2    2    5    3    2    0    6    3 11.222678 0.189398 SUCCESS 127
111010110    3    5    3    2    2    5    5    0 11.348454 0.182726 SUCCESS 128
111011000    0    1    6    2    2    2    1    2  9.935127 0.269609 SUCCESS 129
111011010    1    3    0    3    1    2    1    2  5.509792 0.701955 SUCCESS 130
111011100    4    4    1    1    2    4    3    3  5.228451 0.732903 SUCCESS 131
111100000    2    4    1    1    1    1    4    0  8.114683 0.422349 SUCCESS 132
111100010    4    2    0    2    1    5    1    2  8.303347 0.404413 SUCCESS 133
111100100    3    1    5    1    1    3    0    0 10.656685 0.221921 SUCCESS 134
111100110    3    2    0    0    3    4    2    4  7.518901 0.481816 SUCCESS 135
111101000    2    1    2    3    1    5    3    1  5.824233 0.666913 SUCCESS 136
111101010    2    2    3    1    2    2    4    4  3.408006 0.906211 SUCCESS 137
111101100    1    3    4    3    4    3    1    2  4.318229 0.827331 SUCCESS 138
111101110    6    4    2    1    1    6    4    5 17.531345 0.025028 SUCCESS 139
111110000    3    4    3    2    2    2    4    1  3.470895 0.901437 SUCCESS 140
111110010    3    3    2    4    4    2    1    1  4.255341 0.833382 SUCCESS 141
111110100    0    0    1    1    2    2    3    3  7.141573 0.521438 SUCCESS 142
111110110    2    5    2    5    1    1    1    2  8.429123 0.392713 SUCCESS 143
111111000    3    2    3    2    2    3    4    2  1.776226 0.987120 SUCCESS 144
111111010    0    0    1    2    2    4    4    2  8.177571 0.416320 SUCCESS 145
111111100    3    3    3    3    2    2    3    3  0.991780 0.998300 SUCCESS 146
111111110    2    3    2    4    3    5    4    3  5.480003 0.705254 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    3    3    1    2    2    3    1    5  5.102675 0.746548 SUCCESS   0
000000011    4    4    2    1    2    4    1    2  5.102675 0.746548 SUCCESS   1
000000101    3    6    3    1    1    2    0    5 12.791570 0.119225 SUCCESS   2
000000111    2    4    4    2    2    3    2    0  5.039787 0.753315 SUCCESS   3
000001001    1    2    2    3    2    3    4    2  2.497784 0.961834 SUCCESS   4
000001011    3    5    3    1    0    1    1    3  8.303347 0.404413 SUCCESS   5
000001101    2    3    1    1    4    7    1    2 12.791570 0.119225 SUCCESS   6
000001111    3    2    5    3    1    3    2    4  5.291339 0.726032 SUCCESS   7
000010001    1    4    0    3    1    4    1    4  8.366235 0.398537 SUCCESS   8
000010011    1    2    1    3    1    1    2    2  3.815124 0.873406 SUCCESS   9
000010101    2    2    5    2    1    1    2    1  5.698457 0.680967 SUCCESS  10
000010111    4    2    4    5    1    2    0    3  8.554899 0.381222 SUCCESS  11
000011001    3    4    0    2    2    1    3    5  7.644677 0.468925 SUCCESS  12
000011011    3    1    0    1    2    5    2    0  9.809351 0.278663 SUCCESS  13
000011101    2    3    3    1    1    2    3    1  3.156454 0.924159 SUCCESS  14
000011111    5    2    4    0    1    2    1    3  8.366235 0.398537 SUCCESS  15
000100011    1    4    1    6    3    5    0    2 13.701792 0.089877 SUCCESS  16
000100101    2    2    2    1    1    0    2    3  4.662458 0.792968 SUCCESS  17
000100111    1    4    0    2    2    3    3    3  4.976899 0.760042 SUCCESS  18
000101001    4    2    1    3    2    4    1    4  5.165563 0.739743 SUCCESS  19
000101011    3    2    6    1    0    0    1    0 14.830468 0.062527 SUCCESS  20
000101101    3    4    0    6    1    1    4    2 11.944236 0.153709 SUCCESS  21
000101111    2    4    3    5    0    2    2    0  9.213569 0.324601 SUCCESS  22
000110011    2    4    2    3    2    3    2    5  4.444005 0.815009 SUCCESS  23
000110101    1    1    3    3    2    2    0    1  5.509792 0.701955 SUCCESS  24
000110111    4    1    2    3    1    3    0    0  8.114683 0.422349 SUCCESS  25
000111001    1    2    3    1    3    3    3    2  2.434896 0.964698 SUCCESS  26
000111011    2    3    2    2    0    3    2    2  3.156454 0.924159 SUCCESS  27
000111101    2    3    3    4    4    3    4    5  6.453114 0.596613 SUCCESS  28
000111111    4    4    5    1    3    2    1    4  7.896229 0.443672 SUCCESS  29
001000011    6    3    2    2    2    3    2    2  6.075785 0.638743 SUCCESS  30
001000101    1    2    3    3    0    3    3    3  4.129564 0.845248 SUCCESS  31
001000111    0    7    2    2    3    4    3    0 15.333573 0.052975 SUCCESS  32
001001011    1    1    4    1    2    1    1    2  5.509792 0.701955 SUCCESS  33
001001101    1    4    5    2    4    1    3    1  7.707565 0.462545 SUCCESS  34
001001111    2    2    1    5    2    4    6    3 10.501120 0.231599 SUCCESS  35
001010011    6    2    1    1    3    3    3    4  8.680676 0.369946 SUCCESS  36
001010101    2    2    5    4    5    5    2    2  9.779562 0.280840 SUCCESS  37
001010111    3    2    3    3    2    2    3    0  3.282230 0.915418 SUCCESS  38
001011011    2    2    1    2    2    3    2    4  2.434896 0.964698 SUCCESS  39
001011101    3    1    3    2    2    1    2    6  7.644677 0.468925 SUCCESS  40
001011111    3    4    4    4    3    1    1    1  6.012897 0.645787 SUCCESS  41
001100101    5    3    3    2    2    1    5    2  6.986007 0.538143 SUCCESS  42
001100111    2    1    0    4    2    3    1    2  5.635568 0.687978 SUCCESS  43
001101011    0    1    3    1    2    1    3    1  6.294238 0.614310 SUCCESS  44
001101101    1    3    1    2    2    4    1    3  4.066676 0.851058 SUCCESS  45
001101111    6    2    1    1    2    3    3    1  8.429123 0.392713 SUCCESS  46
001110101    0    2    4    2    7    2    3    0 15.270684 0.054091 SUCCESS  47
001110111    0    3    1    0    2    4    2    5  9.998015 0.265165 SUCCESS  48
001111011    2    2    1    4    2    2    4    3  3.408006 0.906211 SUCCESS  49
001111101    4    1    3    4    6    2    4    5 12.447341 0.132333 SUCCESS  50
001111111    2    3    3    0    4    4    3    0  7.581789 0.475349 SUCCESS  51
010000011    2    1    3    3    2    3    3    3  1.713338 0.988575 SUCCESS  52
010000111    6    1    2    1    3    1    1    2  9.150681 0.329745 SUCCESS  53
010001011    2    3    2    3    0    5    3    6 11.285566 0.186038 SUCCESS  54
010001111    2    8    0    2    2    4    3    2 17.154017 0.028545 SUCCESS  55
010010011    2    4    9    5    4    3    6    2 28.924018 0.000327 FAILURE  56
010010111    2    1    4    3    3    0    2    1  5.698457 0.680967 SUCCESS  57
010011011    3    3    2    1    2    1    3    2  2.372008 0.967432 SUCCESS  58
010011111    1    3    1    2    6    2    6    2 12.917346 0.114725 SUCCESS  59
010100011    3    5    0    3    2    3    2    0  8.366235 0.398537 SUCCESS  60
010100111    1    1    3    3    5    2    1    1  6.608679 0.579380 SUCCESS  61
010101011    2    3    5    2    5    6    4    4 13.420451 0.098179 SUCCESS  62
010101111    2    2    3    3    3    2    1    2  1.587562 0.991157 SUCCESS  63
010110011    2    2    1    3    3    5    4    1  6.012897 0.645787 SUCCESS  64
010110111    3    1    1    3    2    4    1    3  4.129564 0.845248 SUCCESS  65
010111011    3    1    1    2    2    1    1    4  4.788234 0.779952 SUCCESS  66
010111111    3    5    0    4    2    1    0    1 10.782461 0.214332 SUCCESS  67
011000111    1    1    5    0    3    0    1    4 11.566907 0.171598 SUCCESS  68
011001111    3    1    0    4    3    3    1    2  5.761345 0.673945 SUCCESS  69
011010111    0    2    3    1    2    0    2    4  7.267349 0.508082 SUCCESS  70
011011111    5    3    1    1    1    3    3    1  6.671567 0.572447 SUCCESS  71
011101111    0    3    1    2    3    2    2    2  3.940900 0.862416 SUCCESS  72
011111111    2    0    2    1    2    3    1    1  5.446904 0.708915 SUCCESS  73
100000000    3    3    1    2    2    3    1    5  5.102675 0.746548 SUCCESS  74
100010000    4    4    3    1    1    1    0    4  8.366235 0.398537 SUCCESS  75
100100000    1    2    2    3    5    5    8    1 20.794906 0.007713 FAILURE  76
100101000    4    3    0    1    0    1    2    3  8.114683 0.422349 SUCCESS  77
100110000    3    5    3    4    7    4    2    4 15.178007 0.055775 SUCCESS  78
100111000    5    0    4    4    0    2    1    1 11.692684 0.165451 SUCCESS  79
101000000    4    4    2    1    1    3    3    4  5.228451 0.732903 SUCCESS  80
101000100    0    3    1    1    5    3    4    1  9.213569 0.324601 SUCCESS  81
101001000    2    2    4    6    4    3    4    3  8.995116 0.342708 SUCCESS  82
101001100    7    5    2    3    2    4    1    4 14.926455 0.060591 SUCCESS  83
101010000    2    0    5    4    1    1    1    2  9.087793 0.334944 SUCCESS  84
101010100    0    0    5    4    3    3    3    3  9.402234 0.309508 SUCCESS  85
101011000    3    1    5    0    3    3    2    2  6.734455 0.565535 SUCCESS  86
101011100    0    2    4    3    3    4    4    6 11.411342 0.179463 SUCCESS  87
101100000    2    3    2    2    0    1    3    2  3.940900 0.862416 SUCCESS  88
101100100    1    4    2    0    4    1    1    1  8.114683 0.422349 SUCCESS  89
101101000    2    3    0    0    2    3    3    2  5.635568 0.687978 SUCCESS  90
101101100    0    3    4    2    2    2    4    3  5.102675 0.746548 SUCCESS  91
101110000    1    4    5    2    3    4    3    3  6.264449 0.617636 SUCCESS  92
101110100    2    1    6    3    1    4    3    5 11.348454 0.182726 SUCCESS  93
101111000    2    0    1    4    3    0    1    2  8.051795 0.428427 SUCCESS  94
101111100    2    5    4    1    0    2    6    1 13.638904 0.091676 SUCCESS  95
110000000    1    4    1    1    4    3    2    2  4.976899 0.760042 SUCCESS  96
110000010    3    2    4    1    1    3    2    0  5.698457 0.680967 SUCCESS  97
110000100    1    3    2    6    0    3    1    3 10.123792 0.256445 SUCCESS  98
110001000    2    4    5    4    2    4    2    2  6.264449 0.617636 SUCCESS  99
110001010    4    1    3    4    0    3    2    2  5.887121 0.659874 SUCCESS 100
110010000    2    4    3    2    2    2    3    1  2.497784 0.961834 SUCCESS 101
110010010    4    3    3    0    1    4    5    1  9.402234 0.309508 SUCCESS 102
110010100    6    2    2    2    3    1    6    2 12.132900 0.145372 SUCCESS 103
110011000    2    4    3    1    4    4    1    2  5.165563 0.739743 SUCCESS 104
110011010    3    2    2    4    3    3    5    1  5.291339 0.726032 SUCCESS 105
110100000    1    2    2    0    2    4    2    4  5.761345 0.673945 SUCCESS 106
110100010    3    6    1    1    5    3    2    1 11.159790 0.192809 SUCCESS 107
110100100    2    2    9    6    4    1    2    3 26.004687 0.001048 FAILURE 108
110101000    2    2    0    5    3    2    2    1  6.608679 0.579380 SUCCESS 109
110101010    0    1    5    2    3    4    5    5 13.043122 0.110374 SUCCESS 110
110101100    0    3    2    3    6    4    0    3 11.944236 0.153709 SUCCESS 111
110110000    3    4    2    3    0    0    3    1  7.393125 0.494871 SUCCESS 112
110110010    3    2    4    2    7    0    3    3 12.980234 0.112531 SUCCESS 113
110110100    5    1    0    1    3    3    0    1 10.656685 0.221921 SUCCESS 114
110111000    1    4    3    1    2    4    3    3  4.318229 0.827331 SUCCESS 115
110111010    1    1    1    2    1    4    1    5  8.240459 0.410341 SUCCESS 116
110111100    6    2    0    6    4    2    1    2 15.459349 0.050806 SUCCESS 117
111000000    3    3    3    0    2    1    1    4  5.761345 0.673945 SUCCESS 118
111000010    1    1    3    5    0    5    1    1 11.692684 0.165451 SUCCESS 119
111000100    1    5    3    5    3    1    4    3  8.806452 0.358886 SUCCESS 120
111000110    2    1    0    5    1    2    2    2  7.330237 0.501457 SUCCESS 121
111001000    2    4    2    3    2    2    2    3  1.713338 0.988575 SUCCESS 122
111001010    4    0    1    2    3    6    5    1 13.701792 0.089877 SUCCESS 123
111001100    3    2    1    0    2    4    1    0  8.051795 0.428427 SUCCESS 124
111010000    1    2    2    2    3    2    0    5  6.608679 0.579380 SUCCESS 125
111010010    0    1    8    7    6    1    1    3 32.657584 0.000071 FAILURE 126
111010100    6    0    1    1    1    2    3    1 11.566907 0.171598 SUCCESS 127
111010110    0    3    1    2    5    3    1    4  8.429123 0.392713 SUCCESS 128
111011000    4    1    0    1    0    0    1    1 11.974025 0.152367 SUCCESS 129
111011010    3    3    2    2    3    3    0    1  4.066676 0.851058 SUCCESS 130
111011100    2    3    2    1    2    2    4    5  5.165563 0.739743 SUCCESS 131
111100000    0    3    1    0    2    0    1    3  9.557799 0.297443 SUCCESS 132
111100010    2    3    3    5    1    2    3    3  4.381117 0.821206 SUCCESS 133
111100100    1    6    1    2    2    3    4    1  9.339345 0.314483 SUCCESS 134
111100110    5    2    3    1    3    2    2    0  6.671567 0.572447 SUCCESS 135
111101000    1    2    1    1    3    1    0    2  6.231350 0.621335 SUCCESS 136
111101010    6    0    2    2    3    4    6    5 17.468457 0.025584 SUCCESS 137
111101100    3    3    2    3    3    0    4    2  4.255341 0.833382 SUCCESS 138
111101110    3    1    1    1    3    1    3    3  4.003788 0.856782 SUCCESS 139
111110000    0    6    1    1    1    2    0    3 13.198688 0.105194 SUCCESS 140
111110010    3    6    1    2    3    1    2    1  8.429123 0.392713 SUCCESS 141
111110100    0    1    4    3    5    1    0    3 10.845349 0.210617 SUCCESS 142
111110110    7    5    2    3    3    2    3    0 14.737791 0.064449 SUCCESS 143
111111000    1    5    0    4    1    2    2    3  8.366235 0.398537 SUCCESS 144
111111010    2    1    2    1    2    3    0    3  4.725346 0.786488 SUCCESS 145
111111100    1    5    1    3    4    3    2    1  6.797343 0.558648 SUCCESS 146
111111110    2    0    2    1    2    3    1    1  5.446904 0.708915 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    3    0    1    1    1    0    3    3  7.988907 0.434555 SUCCESS   0
000000011    2    2    1    3    3    2    2    2  1.524674 0.992290 SUCCESS   1
000000101    4    0    3    3    1    2    3    2  4.976899 0.760042 SUCCESS   2
000000111    2    1    2    2    2    1    1    4  3.940900 0.862416 SUCCESS   3
000001001    4    3    0    1    5    3    4    3  8.680676 0.369946 SUCCESS   4
000001011    5    1    2    3    1    3    3    4  6.075785 0.638743 SUCCESS   5
000001101    3    2    3    3    6    2    2    1  6.923119 0.544950 SUCCESS   6
000001111    1    1    1    1    1    3    2    2  4.599570 0.799391 SUCCESS   7
000010001    1    2    1    3    4    3    1    1  4.851122 0.773363 SUCCESS   8
000010011    5    4    2    0    6    2    5    4 15.773789 0.045735 SUCCESS   9
000010101    0    0    3    6    0    2    5    2 15.992242 0.042491 SUCCESS  10
000010111    4    4    2    2    2    2    4    4  4.506893 0.808743 SUCCESS  11
000011001    2    4    3    3    2    3    1    0  4.976899 0.760042 SUCCESS  12
000011011    4    4    2    2    3    3    3    2  2.749337 0.949090 SUCCESS  13
000011101    1    1    1    0    3    3    2    4  6.482903 0.593305 SUCCESS  14
000011111    3    2    2    1    0    1    3    2  4.725346 0.786488 SUCCESS  15
000100011    4    1    5    3    3    4    3    1  7.048895 0.531367 SUCCESS  16
000100101    1    1    3    4    5    4    1    2  7.707565 0.462545 SUCCESS  17
000100111    3    7    3    3    4    0    3    4 14.016233 0.081343 SUCCESS  18
000101001    4    2    3    1    3    2    4    4  4.444005 0.815009 SUCCESS  19
000101011    1    0    1    5    1    0    3    4 11.566907 0.171598 SUCCESS  20
000101101    4    2    5    2    0    4    1    3  8.554899 0.381222 SUCCESS  21
000101111    5    6    3    6    1    1    3    3 15.773789 0.045735 SUCCESS  22
000110011    3    4    3    1    2    1    4    1  5.039787 0.753315 SUCCESS  23
000110101    3    4    4    5    2    1    4    1  7.896229 0.443672 SUCCESS  24
000110111    4    5    1    1    4    5    4    2 10.564008 0.227647 SUCCESS  25
000111001    2    2    2    1    3    0    3    0  6.357126 0.607295 SUCCESS  26
000111011    2    1    4    0    4    3    3    2  5.887121 0.659874 SUCCESS  27
000111101    1    3    2    0    2    4    4    1  6.608679 0.579380 SUCCESS  28
000111111    3    1    2    1    1    1    4    4  5.761345 0.673945 SUCCESS  29
001000011    1    6    3    1    2    0    2    3 10.060903 0.260777 SUCCESS  30
001000101    2    3    1    5    7    3    0    4 16.432459 0.036592 SUCCESS  31
001000111    1    0    6    2    2    5    4    1 13.638904 0.091676 SUCCESS  32
001001011    4    1    2    3    3    1    2    3  3.345118 0.910872 SUCCESS  33
001001101    0    3    1    2    2    2    3    2  3.940900 0.862416 SUCCESS  34
001001111    2    2    3    2    4    0    1    3  4.914011 0.766726 SUCCESS  35
001010011    3    4    3    2    1    4    2    0  5.887121 0.659874 SUCCESS  36
001010101    2    2    3    3    3    3    3    1  1.713338 0.988575 SUCCESS  37
001010111    3    1    1    3    4    1    2    2  4.066676 0.851058 SUCCESS  38
001011011    2    2    4    3    1    6    3    3  7.896229 0.443672 SUCCESS  39
001011101    2    3    2    3    3    3    1    1  2.434896 0.964698 SUCCESS  40
001011111    4    5    4    5    1    2    3    4  9.842450 0.276259 SUCCESS  41
001100101    4    5    4    3    3    4    5    3  9.183780 0.327031 SUCCESS  42
001100111    4    5    3    1    2    0    5    1 11.096902 0.196269 SUCCESS  43
001101011    3    2    2    1    3    1    5    3  5.102675 0.746548 SUCCESS  44
001101101    2    3    4    3    3    2    0    1  4.976899 0.760042 SUCCESS  45
001101111    4    3    1    0    2    5    2    2  7.581789 0.475349 SUCCESS  46
001110101    3    1    1    0    4    2    3    3  5.761345 0.673945 SUCCESS  47
001110111    1    3    1    1    2    2    3    1  3.878012 0.867958 SUCCESS  48
001111011    4    2    1    2    2    3    4    0  5.824233 0.666913 SUCCESS  49
001111101    3    0    2    3    3    6    3    3  8.680676 0.369946 SUCCESS  50
001111111    4    2    3    2    1    1    2    2  3.219342 0.919848 SUCCESS  51
010000011    0    6    0    1    3    4    3    2 12.665794 0.123878 SUCCESS  52
010000111    1    4    3    0    2    1    2    4  6.608679 0.579380 SUCCESS  53
010001011    1    2    2    6    4    3    3    5 10.564008 0.227647 SUCCESS  54
010001111    3    0    5    5    3    4    2    1 10.375344 0.239663 SUCCESS  55
010010011    2    2    2    1    3    1    1    4  4.003788 0.856782 SUCCESS  56
010010111    2    3    3    3    4    2    4    2  2.749337 0.949090 SUCCESS  57
010011011    2    3    2    2    0    4    4    2  5.039787 0.753315 SUCCESS  58
010011111    0    3    2    2    4    1    2    0  7.267349 0.508082 SUCCESS  59
010100011    4    1    6    2    2    3    1    1  9.339345 0.314483 SUCCESS  60
